seismic_zone,ground_acceleration_g,p_wave_velocity_kms,s_wave_velocity_kms,recent_quakes_30d,max_recent_magnitude,fault_distance_km,soil_type,building_age_years,bedrock_depth_m,historical_count_5y,population_density,hour_of_day,month,risk_level
3,0.491,5.14,2.83,5,4.0,129.7,1,66,23.4,18,4064.0,21,4,1
4,1.972,5.04,3.22,10,2.3,85.0,3,64,35.2,28,907.0,13,10,2
2,0.257,5.43,2.79,5,2.0,91.6,4,21,26.6,8,4146.0,23,4,1
2,0.298,4.8,3.19,5,2.6,95.8,1,18,19.6,8,3839.0,22,1,0
5,0.173,3.91,2.87,5,3.4,119.2,2,75,45.3,32,2487.0,5,3,1
3,0.147,5.1,2.9,10,2.1,100.8,3,32,80.5,20,3229.0,0,7,1
3,0.391,4.95,2.77,2,3.4,101.2,3,28,14.3,20,238.0,1,1,1
3,0.004,5.3,3.0,8,4.6,111.7,2,28,55.3,13,3756.0,10,5,1
2,0.403,6.32,3.14,5,2.7,144.6,4,65,48.4,12,1603.0,11,12,1
3,0.88,5.27,2.76,5,4.1,64.0,2,80,95.0,13,4873.0,8,12,2
2,0.012,4.81,2.78,4,2.4,96.6,3,30,80.2,14,681.0,0,3,1
3,0.608,5.38,2.58,9,4.4,179.0,2,83,94.8,13,1392.0,6,11,2
2,0.054,5.11,2.72,5,3.4,107.9,3,31,26.6,6,2533.0,12,3,0
4,0.191,4.95,3.47,8,5.4,22.1,1,84,60.6,14,3651.0,21,7,2
3,0.124,4.4,3.75,7,3.1,52.5,3,67,71.1,15,4369.0,16,4,2
2,0.124,5.44,3.07,6,2.9,192.5,1,88,76.3,10,2102.0,20,4,0
2,0.718,4.38,2.82,4,3.5,47.7,1,79,39.4,8,2186.0,10,10,1
3,0.237,4.48,3.43,2,4.5,88.4,3,96,48.4,11,2515.0,10,10,1
5,0.079,4.94,3.3,11,3.4,72.7,1,92,25.2,19,4655.0,10,12,2
5,1.475,4.39,3.23,10,3.1,35.3,2,90,50.0,19,1726.0,7,2,3
3,0.353,4.36,2.55,6,2.8,53.9,3,80,53.0,16,3045.0,22,11,2
3,0.408,4.41,3.12,6,4.2,92.0,1,77,79.0,11,4390.0,11,8,2
4,0.413,4.56,2.61,16,4.3,79.1,2,39,50.2,18,2380.0,15,3,2
5,0.03,5.0,3.12,5,5.6,42.9,4,80,93.4,31,4252.0,12,12,2
3,0.541,3.88,3.0,8,3.5,69.6,2,78,26.0,20,1504.0,3,3,2
2,0.116,5.01,3.1,7,2.6,123.9,3,99,26.3,7,1726.0,19,12,1
2,0.039,4.41,3.08,2,3.7,107.1,2,9,48.6,12,1909.0,1,11,0
3,0.036,5.02,2.96,7,2.7,149.2,1,3,49.9,12,1529.0,17,9,1
2,0.416,5.06,3.14,4,3.6,87.3,1,94,29.2,9,3868.0,11,10,1
5,0.025,5.22,3.35,14,3.6,116.2,3,99,88.5,18,5257.0,21,5,2
3,0.337,5.63,3.22,9,3.9,200.1,2,57,41.5,13,2144.0,2,12,1
4,0.604,5.02,2.65,13,3.5,100.7,2,85,20.6,20,4847.0,21,3,2
4,0.501,5.14,3.13,6,3.3,94.6,1,7,41.9,25,844.0,22,8,2
3,0.087,4.29,2.15,6,2.2,94.6,4,21,78.5,15,2009.0,7,2,2
2,0.299,5.54,2.72,5,3.0,164.4,1,85,87.3,6,3184.0,2,9,0
2,0.208,5.2,3.06,6,3.3,47.1,2,94,34.3,9,1973.0,11,4,1
4,0.117,4.92,2.73,10,3.6,130.5,1,14,18.9,23,1551.0,21,5,1
4,0.54,5.19,2.73,5,4.7,50.8,2,31,52.0,13,5328.0,10,11,2
2,0.029,6.1,3.39,4,2.1,238.5,1,47,33.5,7,4760.0,0,11,0
5,1.227,4.95,3.26,4,4.6,159.3,3,51,35.5,17,4204.0,17,11,2
3,0.37,4.75,2.53,8,4.7,24.4,3,69,11.7,14,4812.0,18,10,2
3,0.12,4.52,3.46,9,3.2,173.4,3,66,50.9,16,1382.0,12,8,1
3,0.252,5.52,3.12,7,3.4,78.7,2,14,47.0,17,264.0,11,10,1
2,0.295,4.9,2.97,1,3.6,47.4,4,98,45.8,8,5093.0,10,9,1
2,0.105,5.25,3.04,4,3.9,138.1,4,32,49.1,6,1419.0,6,3,1
4,0.046,4.69,3.82,7,4.9,38.7,4,3,13.3,22,4019.0,0,5,2
4,0.122,4.37,2.67,6,2.4,53.2,4,45,61.7,19,3637.0,10,12,2
3,0.648,4.85,2.9,6,4.9,143.9,4,63,46.1,14,4030.0,13,12,2
2,0.383,5.72,3.18,7,2.0,176.8,1,36,29.7,11,3890.0,10,1,1
3,0.118,4.87,3.3,7,2.4,58.6,4,65,89.4,15,3440.0,22,6,2
4,0.168,5.38,3.61,11,4.7,107.1,3,86,38.5,20,4054.0,20,5,2
3,0.376,4.58,2.78,6,2.2,123.4,4,37,48.4,20,3737.0,16,10,2
5,0.091,5.13,2.63,9,2.2,100.2,1,80,39.9,28,527.0,1,3,2
5,0.272,5.39,2.72,12,3.9,197.7,1,35,51.5,25,912.0,15,11,2
3,0.021,5.44,2.94,9,2.4,205.4,1,50,41.1,16,3395.0,4,11,1
2,0.119,6.15,3.16,4,2.2,90.7,4,55,22.4,10,1963.0,14,4,1
4,0.112,4.44,3.09,5,3.8,72.1,1,99,36.5,18,4851.0,4,1,1
3,0.131,4.45,3.3,8,3.6,255.6,1,12,28.9,15,1350.0,1,5,1
5,0.815,5.54,2.71,5,4.8,72.5,1,90,44.8,32,3988.0,6,6,2
4,0.078,4.86,2.38,11,5.7,128.1,1,44,22.3,20,4815.0,8,4,2
4,0.927,5.72,3.02,7,4.5,119.2,2,76,45.0,20,4499.0,2,4,2
4,0.235,5.95,3.3,2,5.1,106.4,1,14,35.5,24,3947.0,22,4,1
5,0.447,4.85,2.73,8,6.7,128.9,1,46,31.4,30,2365.0,5,10,2
3,0.035,4.96,3.36,3,2.4,99.4,4,74,61.9,11,1046.0,8,8,2
3,0.151,6.15,2.95,7,4.9,169.9,2,83,27.9,16,3045.0,21,4,1
4,0.021,5.77,3.02,8,4.3,119.3,3,19,36.8,16,2243.0,21,11,2
3,0.155,4.79,2.62,3,3.3,157.4,1,96,122.9,15,3455.0,17,10,1
3,0.24,4.69,3.07,9,3.5,44.4,3,1,25.0,14,647.0,2,11,2
3,0.841,5.28,3.66,4,4.5,156.0,3,81,40.8,15,462.0,8,11,2
3,0.393,4.85,3.16,11,3.5,91.1,4,98,28.5,16,5615.0,19,11,2
4,0.389,4.52,2.57,12,4.2,70.4,2,61,50.6,20,2553.0,12,1,2
3,0.103,5.23,2.76,7,2.8,75.2,4,52,29.5,16,972.0,17,10,2
2,0.214,5.37,3.0,7,3.5,73.4,4,35,28.4,7,966.0,11,4,1
5,0.368,5.82,3.0,15,3.7,45.8,2,85,37.2,23,4040.0,6,4,3
3,0.201,5.09,3.36,4,2.2,131.7,4,57,45.3,14,2599.0,13,10,1
2,0.07,4.87,3.53,4,4.0,173.2,3,96,64.6,11,732.0,8,4,0
4,0.617,4.28,2.85,8,3.5,38.0,4,61,11.8,14,4529.0,18,1,3
4,0.65,4.15,2.87,6,2.6,84.9,3,76,51.1,19,2246.0,21,6,2
3,0.429,4.68,3.59,3,4.9,17.1,1,12,22.3,15,8630.0,13,10,2
2,0.055,5.51,2.85,4,2.0,75.4,2,55,36.3,7,4404.0,3,7,0
2,0.007,5.15,2.04,4,3.9,147.8,4,47,26.8,10,5125.0,9,5,1
3,0.254,4.14,3.21,6,4.5,76.0,2,68,48.9,17,3791.0,16,1,1
5,0.862,5.35,2.9,6,2.1,27.6,2,67,44.2,20,1655.0,18,1,3
2,0.812,6.34,3.32,3,2.8,82.2,4,28,65.0,13,4753.0,11,12,2
4,0.253,5.1,2.84,11,5.5,103.8,2,95,5.9,27,4830.0,13,12,2
3,0.321,5.16,2.41,5,3.2,163.8,1,11,89.7,13,2241.0,12,6,1
3,0.052,5.21,2.94,7,4.0,89.3,2,35,24.0,16,3570.0,16,1,1
4,0.761,4.05,3.01,12,5.5,59.2,3,55,51.0,16,5052.0,23,8,3
3,0.364,4.95,3.27,9,3.1,33.8,2,19,9.9,19,4169.0,5,5,2
4,1.466,4.88,3.31,12,3.6,111.5,3,8,12.3,22,3244.0,4,9,2
3,1.131,5.6,3.53,3,2.2,70.9,1,0,33.6,15,2300.0,2,2,2
2,0.226,5.58,2.7,6,3.6,84.5,4,82,74.8,9,5146.0,9,9,1
4,0.254,4.22,2.23,11,3.7,150.2,2,4,40.4,18,4134.0,5,5,2
2,0.078,5.65,2.86,4,2.3,140.3,3,95,25.8,8,2895.0,6,4,0
4,0.133,4.48,2.72,8,3.3,69.7,2,17,54.9,21,4381.0,4,3,2
3,0.252,4.65,2.73,9,4.6,73.0,1,68,28.6,13,5756.0,11,3,1
5,0.252,5.1,2.93,10,2.8,166.7,1,15,72.2,28,2814.0,12,12,2
2,0.017,4.84,3.64,4,2.4,42.8,1,23,24.8,12,1776.0,19,8,1
2,0.045,4.45,2.88,3,3.5,98.7,4,83,180.1,16,3670.0,13,2,1
4,0.349,5.38,2.61,11,2.9,30.5,1,2,51.8,18,3460.0,8,6,2
3,0.468,4.87,3.29,7,2.4,40.0,1,5,59.4,22,1265.0,7,3,2
3,0.232,5.26,2.99,5,2.9,20.1,1,1,73.0,12,931.0,1,4,1
5,0.047,5.14,2.76,5,2.3,108.5,1,1,63.9,26,2969.0,15,12,1
4,0.014,4.19,2.63,8,5.1,246.5,1,42,63.8,17,4194.0,4,2,1
4,0.699,4.94,3.22,7,2.2,55.1,1,88,61.8,20,819.0,3,1,2
3,0.039,5.84,3.27,8,2.2,58.1,1,97,21.1,19,1220.0,2,4,1
2,0.174,5.89,3.11,2,3.1,273.5,3,42,29.9,20,2606.0,12,7,0
3,0.489,5.42,3.03,5,2.1,32.5,1,5,54.9,10,3061.0,3,10,2
3,0.149,4.93,3.12,6,3.6,111.6,3,8,55.3,14,4648.0,7,5,1
5,0.587,5.57,3.17,8,5.1,104.9,4,36,46.5,22,2589.0,6,10,3
3,0.093,5.67,3.4,4,2.9,70.5,1,17,40.0,12,4830.0,7,10,1
4,0.914,5.93,3.14,10,4.7,151.6,3,88,60.5,14,1804.0,14,11,2
3,0.034,5.02,2.7,5,4.8,118.8,3,16,50.2,17,4595.0,20,9,1
5,0.303,5.41,3.28,10,5.4,70.7,3,19,136.1,18,3489.0,15,1,2
3,0.156,4.71,2.71,9,2.2,100.4,4,67,62.7,13,5580.0,18,9,2
2,0.187,5.72,2.76,5,2.9,73.7,1,14,45.2,15,4117.0,18,11,0
3,0.227,5.94,3.6,8,2.4,81.4,2,73,42.3,15,5783.0,18,2,1
4,0.228,5.54,2.85,6,5.7,70.4,1,52,75.1,27,1708.0,9,7,2
4,0.143,4.8,2.89,9,4.9,104.9,1,75,31.9,20,1220.0,23,12,1
2,0.0,4.87,3.02,9,3.5,51.5,1,87,34.2,10,4972.0,19,8,1
3,0.075,5.07,3.59,5,4.9,82.5,1,43,69.6,13,1484.0,6,5,1
2,0.01,5.62,3.01,4,2.9,73.4,3,37,31.3,11,2020.0,14,9,1
4,0.626,4.9,2.89,10,4.5,107.2,2,31,38.2,23,3841.0,21,11,2
3,0.55,4.07,2.94,11,2.8,172.6,1,92,43.3,19,2453.0,0,1,2
2,0.168,4.67,3.34,6,2.1,112.4,3,58,52.1,12,1534.0,10,1,1
2,0.375,5.28,2.53,4,3.0,104.8,1,22,43.8,13,602.0,4,2,0
5,0.366,4.38,2.34,10,5.2,77.4,4,15,10.6,30,2990.0,3,4,3
3,0.233,5.99,3.57,5,4.8,98.0,1,49,34.9,11,2569.0,15,2,1
4,0.078,5.12,3.72,6,2.3,85.9,1,31,29.0,20,3083.0,4,5,2
4,0.715,3.94,2.82,6,2.6,65.2,3,52,50.4,31,5317.0,12,2,2
4,0.047,4.4,3.07,12,3.5,101.2,4,0,32.2,17,1058.0,0,9,2
2,0.222,5.09,2.79,0,3.3,117.9,2,91,65.6,12,3738.0,20,7,0
3,0.311,4.39,3.11,5,3.2,112.9,2,10,72.0,17,3554.0,11,5,1
2,0.262,4.11,2.87,7,3.9,129.5,1,44,41.7,7,2577.0,4,9,0
2,0.375,4.35,3.04,2,3.8,48.3,3,57,87.6,10,4914.0,7,6,1
3,0.018,5.46,2.96,7,2.7,123.5,1,79,38.3,16,873.0,11,5,1
5,0.111,4.64,2.63,13,5.4,70.5,2,43,32.6,22,1633.0,16,6,2
3,0.492,6.16,2.67,7,4.0,96.4,3,98,62.5,11,5076.0,10,12,2
5,0.535,4.81,3.28,10,2.2,164.4,2,62,30.8,33,2930.0,17,6,2
2,0.316,5.11,3.16,3,2.3,98.4,2,32,35.7,6,3082.0,15,6,1
4,0.169,4.64,3.06,8,4.5,61.6,2,83,35.0,13,1762.0,0,3,2
5,0.917,4.51,3.11,6,5.6,126.2,3,27,27.7,15,5879.0,1,12,2
5,0.379,5.04,2.96,3,6.3,156.1,1,72,56.4,36,198.0,2,10,2
2,0.313,4.93,3.06,7,3.4,85.5,4,45,49.7,12,1917.0,19,8,2
2,0.225,5.39,2.95,2,3.3,25.3,3,36,52.9,8,1850.0,12,10,1
4,0.107,4.25,2.88,9,2.7,111.2,4,97,66.5,21,3755.0,7,6,2
4,0.405,5.31,2.95,7,4.7,60.7,4,25,92.9,23,1530.0,22,8,2
5,0.433,5.99,3.01,6,3.9,69.7,4,71,46.2,24,3013.0,23,3,3
4,0.155,5.25,2.82,7,5.2,98.4,2,69,97.3,18,4238.0,22,4,2
3,0.053,4.5,3.06,9,4.5,26.2,1,9,20.7,16,2210.0,17,7,2
3,0.29,4.82,2.77,7,2.1,129.1,2,17,24.6,7,937.0,10,3,1
3,0.059,4.48,3.4,3,4.9,101.3,4,2,40.0,14,1704.0,20,9,1
2,0.253,4.48,3.49,7,3.5,174.1,3,73,40.1,7,1963.0,16,3,1
3,0.306,6.02,3.28,7,2.4,41.3,2,2,56.1,11,2398.0,12,11,2
2,0.009,5.23,3.28,1,2.0,53.3,3,12,37.1,5,3965.0,11,2,0
3,0.036,5.13,3.11,5,4.7,20.2,3,65,40.4,9,2958.0,1,7,2
2,0.448,5.12,2.53,3,3.0,200.0,2,39,20.1,12,1095.0,11,3,0
3,0.34,4.61,2.88,5,4.3,85.2,1,72,33.6,11,460.0,17,2,1
4,0.395,4.66,3.13,8,5.7,112.6,2,2,43.9,15,4253.0,18,5,2
5,0.612,4.34,2.94,11,2.8,263.5,2,44,58.8,27,1874.0,18,6,2
3,0.102,4.79,3.41,7,3.1,64.8,2,22,64.3,15,1286.0,14,8,1
2,0.13,4.73,2.14,1,3.9,82.3,1,11,50.5,9,874.0,20,3,0
2,0.141,4.3,3.53,4,3.3,54.6,1,9,55.3,15,1563.0,9,2,0
3,0.049,4.67,2.79,7,3.8,125.1,2,1,68.8,11,2129.0,16,10,1
3,0.442,4.47,2.56,7,4.0,83.9,4,95,47.0,15,5015.0,6,11,2
5,0.388,5.41,3.19,14,4.4,158.3,3,25,44.1,21,480.0,5,8,2
4,0.287,5.53,3.14,6,4.6,73.6,2,87,9.3,19,3052.0,6,8,2
3,0.203,3.95,2.65,10,2.4,57.5,3,9,54.1,11,4855.0,4,10,2
3,0.133,5.03,3.02,5,3.8,20.2,4,20,30.9,17,840.0,13,10,2
3,0.6,4.18,3.04,2,4.6,15.9,2,32,32.9,10,3013.0,4,1,2
3,0.47,4.91,2.83,6,2.6,189.0,4,38,34.4,13,4419.0,7,5,2
2,0.121,5.3,3.15,5,2.6,47.8,1,49,46.0,4,3440.0,11,12,1
4,0.692,4.89,2.78,8,5.7,215.6,3,37,48.3,13,4731.0,23,12,2
4,1.366,5.7,3.37,8,3.3,97.0,4,94,57.7,18,2850.0,4,6,3
3,0.052,5.39,2.83,7,4.5,109.3,3,41,28.6,12,1432.0,1,7,1
3,0.058,5.92,2.81,5,5.0,92.7,3,3,52.1,15,3368.0,21,7,1
4,0.44,6.23,3.17,7,4.5,77.9,1,45,28.8,13,4186.0,21,9,2
3,0.199,4.53,2.89,3,2.2,179.8,4,83,33.2,17,4707.0,10,10,1
4,0.04,5.69,3.04,10,3.0,26.9,2,31,41.8,15,4541.0,0,10,2
2,0.198,4.96,2.91,6,3.3,281.4,4,31,69.5,9,2110.0,5,2,1
3,0.068,4.68,2.86,2,4.5,129.7,3,49,27.0,14,660.0,18,5,1
4,0.161,5.29,2.85,8,3.4,101.8,1,2,66.4,15,3517.0,23,3,1
2,0.052,4.7,3.23,6,2.4,119.3,3,5,42.1,6,1592.0,8,10,1
2,0.353,4.5,2.03,2,2.6,121.5,1,32,49.5,13,876.0,8,10,0
2,0.071,3.93,3.23,3,2.5,100.6,4,8,22.2,9,969.0,7,1,1
5,0.683,5.32,2.89,11,5.1,35.9,4,33,21.9,22,522.0,9,5,3
3,0.515,5.16,2.36,2,4.5,49.4,4,24,40.7,11,2721.0,13,4,2
4,0.076,4.83,3.09,2,4.2,31.1,4,63,74.8,18,4411.0,20,9,2
3,0.516,5.31,3.59,5,2.8,58.3,2,64,23.8,17,2602.0,1,6,2
3,0.088,5.44,3.01,7,3.7,85.7,1,27,45.9,19,3846.0,9,9,1
2,0.099,4.51,3.03,4,2.9,151.4,4,40,61.4,10,3175.0,22,11,1
3,0.057,5.57,2.77,8,2.9,23.7,1,37,18.6,11,2828.0,23,6,2
2,0.306,5.19,3.61,5,2.7,45.6,3,85,66.6,10,5577.0,23,11,1
2,0.14,5.9,2.95,6,3.5,105.2,3,97,40.2,15,3513.0,5,5,1
3,0.156,5.54,3.03,11,3.4,79.9,2,80,57.0,17,3865.0,3,5,2
3,0.178,4.32,3.04,1,2.3,132.1,2,21,20.4,20,915.0,21,10,0
4,0.494,5.12,3.03,7,5.9,70.4,2,40,50.8,14,1691.0,1,10,2
3,0.326,5.1,3.31,6,3.0,70.9,4,54,66.4,18,3063.0,21,8,2
4,0.036,5.63,3.35,7,2.2,153.9,2,27,67.0,25,2938.0,15,3,1
2,0.525,4.63,2.85,1,2.6,40.2,2,76,49.6,10,2622.0,6,3,1
2,0.485,5.71,3.23,3,3.8,28.7,2,7,57.6,9,4094.0,21,12,1
5,0.272,5.7,2.99,3,4.0,96.1,2,89,52.3,25,767.0,9,10,2
3,0.245,4.69,2.54,4,4.0,91.7,4,6,57.3,14,6319.0,1,4,2
3,0.395,3.98,3.05,5,3.2,101.1,2,22,47.5,7,4747.0,15,8,1
3,0.126,5.36,2.99,1,2.6,74.0,2,94,79.6,15,3213.0,22,2,1
2,0.317,5.12,2.86,3,3.4,166.8,3,36,68.8,13,3580.0,21,4,1
2,0.16,4.85,2.72,2,2.0,46.7,1,58,42.0,12,4792.0,21,10,0
3,0.509,4.97,3.17,6,3.7,94.3,1,81,23.1,12,4434.0,11,1,2
2,0.178,4.62,2.73,7,2.6,143.8,3,39,24.5,13,3475.0,8,5,1
2,0.14,5.63,2.88,8,3.8,29.8,4,91,46.0,17,2588.0,15,2,2
3,0.158,5.4,3.25,7,4.9,136.7,1,73,34.1,15,536.0,4,3,1
4,0.25,4.78,3.0,7,4.9,96.1,3,70,46.2,8,2981.0,2,10,2
2,0.08,5.09,3.03,6,2.9,152.7,3,39,42.1,9,3284.0,21,2,1
2,0.006,4.61,2.97,4,3.0,120.3,3,93,41.4,8,3298.0,21,10,0
4,0.156,5.59,2.95,11,4.3,61.1,2,45,39.0,17,5256.0,5,9,2
5,0.217,4.9,3.14,10,5.1,92.2,3,3,95.3,24,3791.0,18,4,2
2,0.046,5.3,2.9,4,3.0,131.1,1,15,44.3,4,5090.0,21,12,0
3,0.031,4.96,3.02,5,4.5,75.5,1,13,56.1,12,5179.0,22,9,1
3,0.004,5.07,2.1,3,2.9,80.8,1,30,78.3,19,3302.0,3,12,1
5,0.05,5.35,2.51,11,3.4,68.7,4,74,60.9,27,5703.0,11,3,3
2,0.071,5.39,3.0,2,2.4,67.3,1,26,29.6,12,3370.0,15,6,0
5,0.502,4.44,2.33,8,4.0,114.6,2,25,43.5,29,2765.0,15,8,2
3,0.363,5.01,3.07,5,4.5,207.5,3,56,59.9,16,4673.0,23,5,1
5,0.357,4.76,3.1,10,6.2,90.8,4,24,20.7,23,3386.0,11,4,3
3,0.173,5.85,2.95,5,3.7,126.2,4,24,30.7,17,1236.0,1,10,1
3,0.484,4.97,2.87,5,4.8,144.2,3,4,24.0,16,4835.0,13,3,1
3,0.02,5.42,2.72,9,4.6,85.4,2,82,76.8,10,3794.0,3,9,1
5,0.672,5.19,2.61,12,7.0,63.1,3,46,52.8,23,2373.0,23,4,3
4,1.794,4.66,2.68,6,2.5,22.1,1,69,32.6,29,3950.0,17,9,2
3,0.216,4.71,2.91,1,2.1,72.8,1,73,28.0,19,1860.0,8,2,1
4,0.174,4.32,2.94,8,4.3,23.7,1,33,82.9,13,2018.0,10,1,2
4,0.342,4.81,3.21,10,2.6,30.6,2,1,61.2,29,5262.0,1,4,2
5,0.335,5.51,3.14,8,2.2,83.3,4,69,17.8,39,4549.0,17,11,3
2,0.096,5.78,3.07,4,3.7,168.5,3,73,12.7,12,1901.0,13,1,0
2,0.303,5.03,3.28,3,2.2,111.1,3,18,32.9,13,5279.0,9,7,1
3,0.203,4.75,2.83,10,3.0,114.2,2,66,56.7,10,2463.0,19,5,1
4,0.084,5.51,2.94,12,3.8,61.2,3,59,75.4,19,3604.0,18,9,2
3,0.001,5.88,2.92,9,3.4,95.8,1,6,26.2,10,4650.0,8,3,1
5,0.299,5.49,2.78,5,5.0,226.0,1,42,111.8,29,1339.0,19,12,1
2,0.367,4.74,3.54,5,3.6,87.2,4,51,72.8,10,2950.0,0,5,1
3,0.249,4.73,2.56,6,4.3,73.5,1,67,62.2,9,4224.0,5,8,1
4,0.176,5.35,2.61,8,3.7,66.2,2,36,22.3,30,3838.0,19,2,2
2,0.125,5.1,2.98,3,2.2,189.5,3,35,97.7,8,5225.0,11,8,0
2,0.376,4.83,2.7,5,3.9,51.6,4,70,20.8,16,3763.0,16,7,1
4,0.1,5.33,2.92,5,2.5,85.0,3,45,50.1,16,4763.0,2,2,2
2,0.219,4.81,3.0,2,3.6,46.0,2,99,39.1,13,2259.0,19,8,0
4,0.075,5.16,3.06,16,4.6,110.6,3,23,95.7,17,5358.0,18,3,2
4,0.509,5.24,3.23,10,3.1,145.0,3,63,32.8,30,287.0,21,3,2
2,0.049,4.88,2.52,2,3.9,100.2,3,77,48.1,11,2752.0,14,8,0
3,0.036,5.58,2.79,8,2.3,46.3,1,23,10.8,11,2192.0,23,1,2
3,0.117,4.88,2.98,8,4.2,68.2,3,58,50.5,16,4647.0,11,4,2
4,0.238,4.57,2.59,12,3.4,84.7,1,51,41.1,20,3812.0,7,5,2
3,0.06,5.86,3.38,7,4.6,151.2,2,33,74.1,20,2348.0,6,11,1
3,0.089,5.32,2.99,6,4.3,81.7,4,55,53.2,16,1599.0,20,10,2
3,0.348,5.44,3.31,5,3.5,182.5,3,16,60.7,18,1755.0,2,8,1
2,0.809,4.98,2.31,4,3.0,76.8,1,28,45.3,10,2589.0,10,5,1
3,0.164,4.84,2.99,6,4.1,41.2,3,96,42.5,8,4123.0,13,10,2
2,0.094,4.36,3.06,3,3.7,53.3,1,11,47.5,16,4624.0,5,1,0
2,0.007,5.52,2.87,2,2.6,93.8,3,47,50.4,9,4891.0,12,7,0
3,0.247,4.45,2.74,7,3.2,95.9,4,19,10.5,18,1719.0,6,8,2
2,0.35,5.25,2.88,4,3.4,73.0,1,65,56.2,10,3691.0,15,10,1
4,0.063,4.99,3.19,7,5.4,21.3,4,13,37.1,22,1017.0,2,4,2
4,0.272,4.54,3.5,5,5.2,148.5,4,49,53.7,18,3736.0,4,1,2
3,0.102,4.79,3.35,2,2.6,65.1,2,42,32.8,5,4075.0,23,5,1
2,0.574,5.56,3.61,6,3.9,74.9,3,40,20.4,5,5756.0,22,5,2
3,0.458,4.89,2.75,11,4.4,79.4,1,45,76.2,10,5450.0,9,7,2
4,0.909,4.31,2.86,8,5.9,281.1,2,42,74.2,20,1000.0,6,11,2
2,0.045,5.44,2.84,9,3.2,239.5,3,31,70.9,8,4921.0,9,8,1
4,0.086,5.72,2.98,9,2.8,72.0,3,75,49.6,17,4281.0,7,6,2
2,0.226,4.9,3.13,3,3.0,102.2,3,31,54.7,4,1118.0,14,1,0
3,0.293,5.37,3.22,7,4.9,114.5,2,63,38.5,15,6097.0,19,10,1
3,0.005,5.27,2.14,8,5.0,28.6,3,98,61.5,19,2418.0,9,2,2
2,0.186,5.37,3.16,2,3.2,164.0,4,76,166.3,6,4502.0,15,6,0
2,0.296,5.84,2.97,5,2.6,47.4,3,45,27.4,10,4820.0,23,5,1
3,0.454,5.78,3.21,3,3.9,111.3,2,42,46.7,14,4385.0,8,12,1
3,0.021,5.57,3.39,5,2.2,118.2,3,48,28.1,14,4151.0,10,4,1
4,1.196,4.84,2.63,6,4.5,92.6,3,1,41.3,20,4659.0,16,2,2
3,0.078,5.47,3.23,4,3.7,125.6,4,65,47.8,8,888.0,6,7,1
2,0.133,5.65,2.81,3,2.3,141.5,2,8,25.1,12,4631.0,9,5,0
4,0.04,5.54,2.93,6,4.8,431.3,3,85,105.8,21,5469.0,12,11,2
5,0.345,4.97,3.03,6,5.5,52.2,2,56,36.9,18,4857.0,23,10,2
5,1.356,5.15,3.08,9,6.0,65.3,3,99,49.4,22,5013.0,18,6,3
2,0.091,4.89,3.03,4,2.8,80.1,3,3,41.0,11,1108.0,9,6,1
2,0.118,4.99,2.97,2,2.7,120.9,4,81,49.0,4,1419.0,22,8,0
4,0.826,5.04,3.38,10,3.0,115.4,3,32,43.4,21,702.0,16,11,2
3,0.168,4.62,2.76,3,2.7,97.1,3,33,19.6,17,1779.0,20,11,1
3,0.126,5.09,3.26,5,4.6,97.8,1,11,19.4,14,2290.0,13,8,1
5,0.605,4.85,3.27,15,6.0,121.1,4,49,26.4,26,3910.0,1,3,3
5,0.48,4.5,2.93,15,6.0,108.3,2,35,37.2,25,754.0,1,2,2
2,0.408,5.81,2.77,4,2.9,47.8,1,85,82.9,10,4238.0,3,5,1
2,0.345,5.33,3.17,4,2.9,119.6,1,66,10.2,11,5893.0,7,6,0
5,0.437,4.47,3.06,11,6.2,90.5,2,62,58.4,21,2215.0,20,3,2
3,0.487,5.28,3.43,6,4.8,216.7,2,56,24.3,18,4192.0,1,12,1
2,0.448,4.55,3.19,4,3.3,94.9,1,12,58.0,18,3053.0,5,2,1
3,0.233,5.18,3.58,3,2.0,119.7,1,4,22.3,14,1347.0,20,5,1
3,0.226,4.93,3.05,6,4.4,101.0,3,28,20.8,10,4863.0,0,5,1
2,0.269,5.47,2.96,5,2.5,149.5,3,50,48.0,7,5586.0,19,9,0
2,0.15,4.73,2.75,4,3.6,88.9,3,56,65.0,11,2444.0,8,10,1
2,0.035,5.1,2.59,4,2.1,63.1,1,39,70.0,14,3127.0,20,7,0
4,0.155,5.8,3.22,7,2.4,34.6,3,15,23.1,26,469.0,17,11,2
3,0.122,4.88,2.66,3,3.3,121.8,1,98,25.2,18,2992.0,19,10,1
4,0.025,4.8,2.88,10,2.2,129.4,2,93,49.7,16,2587.0,20,10,1
5,0.285,5.55,3.3,7,5.3,114.7,2,10,18.1,21,4028.0,2,11,2
2,0.108,4.42,3.02,4,2.3,104.1,3,79,57.8,13,1780.0,20,1,0
2,0.006,4.4,3.1,2,2.9,21.2,3,29,64.7,9,3957.0,6,1,1
3,0.031,5.69,2.88,5,3.5,159.9,3,72,49.2,12,4633.0,7,12,1
5,0.735,5.44,2.68,15,6.3,104.2,1,70,49.7,26,4081.0,15,5,2
3,0.02,5.28,2.65,7,3.2,54.0,3,85,63.8,14,4974.0,8,10,2
4,0.503,5.5,2.77,9,4.8,11.9,4,34,58.8,19,3450.0,8,6,3
