slope_angle_deg,rainfall_24h_mm,rainfall_7d_mm,soil_moisture_percent,soil_cohesion_kpa,soil_friction_angle,vegetation_cover_pct,elevation_m,historical_landslides,soil_type,deforestation,groundwater_depth_m,seismic_activity,month,risk_level
57.1,62.6,125.8,62.2,48.6,16.8,29.0,1933.1,3,2,1,3.8,1,11,2
46.7,52.2,140.0,80.2,41.4,26.2,79.3,1127.6,2,4,0,4.3,1,12,2
45.6,178.2,730.3,95.0,12.3,41.6,19.8,2298.8,2,4,1,22.1,0,7,3
18.6,178.2,863.2,95.0,34.5,32.8,54.2,502.3,0,2,0,22.9,0,8,2
35.5,22.7,43.4,56.1,24.1,26.8,32.4,1978.0,1,5,0,4.8,0,5,2
21.8,55.8,126.2,63.1,16.7,31.2,22.3,1465.4,0,4,1,12.7,0,2,1
40.8,17.8,51.3,64.7,28.5,39.3,29.4,454.1,1,2,1,16.8,0,5,1
14.6,43.6,120.4,77.4,46.6,39.2,63.3,1347.5,1,4,0,20.4,0,5,1
12.4,198.7,441.0,95.0,47.5,36.0,60.3,1894.4,2,1,0,6.7,0,9,2
26.8,42.9,95.2,73.7,28.7,22.6,96.5,2559.5,3,2,0,9.6,0,2,1
39.6,307.1,816.4,95.0,15.6,18.5,60.9,916.2,2,1,0,19.8,0,7,2
97.2,31.1,58.0,72.2,6.7,28.4,83.8,2072.9,4,4,0,18.0,0,4,2
89.6,57.2,204.7,61.5,17.1,15.3,40.1,2783.4,1,4,0,22.3,0,8,2
41.9,177.3,430.2,95.0,48.4,32.8,6.3,171.7,0,4,1,12.0,0,7,3
48.9,40.5,121.4,51.5,17.5,17.4,63.8,2542.0,2,3,0,5.3,0,10,1
53.7,201.2,942.8,95.0,46.3,28.2,29.6,2970.0,1,3,1,13.7,0,9,3
24.0,44.9,86.9,80.7,12.0,35.1,76.4,2350.2,1,3,0,22.9,0,4,1
38.6,83.3,185.8,95.0,24.3,44.2,16.6,967.0,3,4,1,24.5,0,1,3
56.3,54.0,103.9,84.1,39.1,34.4,62.2,2215.2,2,3,0,12.0,0,2,2
11.4,176.5,563.2,95.0,29.3,35.9,60.7,852.5,2,1,0,17.1,0,7,2
15.9,35.0,56.3,48.7,33.6,43.4,47.3,953.2,4,4,0,14.8,0,4,0
52.3,49.6,106.1,56.0,25.3,39.5,26.4,2166.7,2,3,1,16.8,0,11,2
50.4,39.6,49.2,77.2,29.5,34.2,37.1,1986.7,2,4,0,13.4,0,12,2
41.9,28.3,39.8,64.9,18.7,22.9,59.2,844.1,4,3,0,14.9,0,10,1
69.7,169.1,621.5,95.0,39.2,21.3,62.0,649.7,3,2,0,8.5,0,7,3
54.7,8.9,25.5,54.2,32.2,33.4,36.0,396.8,4,1,0,16.5,1,2,2
24.2,33.1,66.0,68.8,23.0,44.3,95.2,378.1,1,3,0,6.4,0,5,0
25.9,43.9,112.3,69.1,36.3,21.9,92.6,720.9,3,2,0,3.6,0,11,0
45.2,42.9,73.7,61.1,31.4,41.1,59.3,1753.1,4,2,0,6.0,1,1,2
55.7,70.7,179.3,93.7,45.7,20.3,5.8,600.7,1,2,1,22.7,0,8,2
52.7,93.3,127.9,95.0,28.8,44.6,63.8,1742.0,3,4,0,13.5,1,12,3
36.2,248.8,680.7,95.0,43.1,35.3,61.3,2515.1,3,1,0,18.7,0,7,2
25.1,22.1,25.9,63.4,26.8,44.4,90.3,547.3,1,3,0,12.8,0,10,1
75.0,15.1,19.0,58.6,11.4,16.7,99.7,1748.9,2,4,0,13.2,0,4,2
34.0,34.2,79.0,73.2,23.1,35.7,36.3,1146.5,3,4,0,19.7,0,12,2
50.4,281.7,1251.6,95.0,24.8,15.5,98.5,2769.9,3,1,0,48.1,0,9,3
42.8,62.6,115.1,79.6,22.7,39.8,44.8,1217.8,3,3,0,14.0,0,5,2
71.8,26.6,47.5,72.2,20.0,21.4,46.7,1883.1,2,5,0,15.5,1,4,2
32.3,187.7,719.5,95.0,7.8,21.9,64.1,1079.2,1,5,0,17.4,0,9,3
29.5,68.2,90.9,79.4,9.8,42.0,6.1,1899.9,2,3,1,11.0,0,11,2
74.0,188.2,584.3,95.0,44.8,26.0,70.3,2424.7,1,4,0,20.3,0,9,3
35.6,64.2,229.2,91.5,28.3,24.3,55.2,241.6,2,2,0,18.3,0,8,2
36.9,25.0,33.1,46.8,17.0,18.7,94.8,463.5,5,4,0,16.7,0,1,1
67.1,38.8,78.9,72.0,26.7,41.5,36.4,963.5,1,2,0,12.0,0,3,2
46.0,29.1,64.9,59.8,28.3,19.9,59.9,2932.7,3,2,0,14.3,0,2,1
21.8,32.7,37.9,46.9,19.2,35.8,85.3,1640.3,2,4,0,8.6,1,11,1
17.6,51.7,70.9,78.1,28.4,19.8,11.4,591.2,3,3,1,14.8,0,11,2
44.1,66.9,139.3,71.5,34.5,30.2,71.4,450.2,4,1,0,26.8,1,2,2
50.9,12.8,28.9,43.2,19.3,40.7,56.9,491.0,0,4,0,5.6,0,12,1
71.0,78.6,279.9,72.4,41.8,35.1,38.0,747.2,2,5,0,2.1,0,7,2
58.6,161.7,605.6,95.0,24.6,39.0,48.6,2153.4,3,3,0,7.4,1,9,3
12.1,46.4,74.9,59.5,40.8,26.9,48.4,2144.6,4,5,0,21.6,0,5,0
21.6,40.7,101.7,51.3,14.7,16.8,8.8,2876.4,1,5,1,17.3,1,11,2
97.9,102.5,214.6,82.3,8.3,33.2,84.0,1598.0,6,2,0,19.9,0,4,2
11.2,45.3,105.9,77.6,45.9,40.8,54.4,2740.6,1,2,0,23.8,0,12,0
67.7,349.0,1343.8,95.0,24.1,43.2,81.9,490.0,0,3,0,5.2,0,9,3
73.9,114.9,295.5,95.0,7.4,29.1,17.0,436.2,0,4,1,12.4,0,6,3
27.8,328.1,975.2,95.0,38.9,32.9,19.7,1911.2,3,2,1,13.3,0,8,3
68.5,249.8,856.6,95.0,32.4,38.9,68.3,574.7,1,3,0,11.7,0,7,3
57.6,40.0,55.0,59.2,36.1,21.3,47.1,2634.0,0,4,0,24.7,0,3,2
51.0,13.9,27.7,57.2,19.0,33.8,25.1,1360.2,1,5,1,19.2,0,2,2
69.9,25.6,62.9,55.5,16.4,42.5,91.1,2480.6,0,4,0,3.4,0,10,2
43.6,263.1,1261.1,95.0,43.4,22.7,91.8,2824.1,1,2,0,16.9,0,9,2
19.6,16.2,47.7,54.5,36.9,25.1,27.0,253.3,1,3,1,3.5,1,10,1
36.1,54.2,66.4,62.8,24.3,23.7,83.3,612.8,1,2,0,9.4,1,3,2
29.2,62.8,153.6,71.6,35.6,20.3,41.6,1104.8,4,4,0,16.7,0,10,2
52.5,65.0,69.8,70.7,19.8,33.6,86.8,2896.1,2,3,0,5.4,0,10,2
49.1,40.4,81.8,53.7,15.5,27.8,72.4,798.5,3,4,0,13.4,0,4,1
15.7,108.7,180.3,95.0,23.9,31.4,69.7,2451.3,2,4,0,5.1,0,3,2
52.3,37.6,110.2,63.3,43.2,25.5,74.0,1046.4,1,4,0,11.1,0,11,2
58.9,63.8,99.8,77.3,37.3,21.5,28.1,2002.9,1,3,1,17.5,0,1,2
13.7,207.2,472.0,95.0,42.3,21.6,36.2,2744.3,4,3,0,7.3,0,9,2
18.3,57.1,147.5,68.5,11.2,33.6,6.8,2481.3,2,2,1,16.9,0,10,1
52.6,237.6,481.3,95.0,33.0,44.0,24.1,1346.0,2,3,1,10.6,1,9,3
20.2,17.0,49.9,59.9,26.7,15.5,4.5,2907.2,1,4,1,9.3,0,10,1
43.0,20.3,47.1,53.5,35.7,25.0,91.7,376.0,3,5,0,12.1,0,12,1
65.1,21.0,49.0,63.4,29.3,32.9,46.8,955.2,2,5,0,19.0,0,12,2
85.9,194.0,838.3,95.0,17.0,44.6,11.7,1971.6,4,3,1,17.8,1,6,3
66.4,178.2,368.7,95.0,10.1,15.3,6.0,733.9,3,2,1,46.3,0,6,3
36.9,23.9,32.0,56.7,29.5,19.7,22.4,686.0,2,4,1,22.8,1,2,2
30.5,20.6,24.4,42.7,21.1,23.6,11.0,1236.1,1,3,1,14.3,0,11,1
33.8,49.4,87.4,71.8,20.5,36.4,33.6,2857.1,3,2,0,14.4,1,10,2
33.7,41.2,47.1,76.9,20.9,26.5,3.1,143.7,2,2,1,10.6,0,3,1
60.4,29.7,37.9,66.8,38.5,34.4,92.1,1630.9,2,4,0,22.3,0,4,2
25.1,62.3,87.5,90.9,17.0,23.5,65.2,2162.6,1,1,0,21.1,0,3,1
35.7,359.0,1201.0,95.0,18.1,24.9,47.7,327.4,0,4,0,22.0,0,6,3
82.2,288.4,1100.1,95.0,23.3,35.5,15.6,403.1,2,2,1,13.9,0,8,3
75.4,29.1,66.9,73.2,6.0,35.7,67.3,1820.2,2,1,0,18.9,0,3,1
24.9,46.1,111.3,74.0,42.7,35.5,4.0,743.2,1,4,1,12.6,0,3,2
59.2,38.7,96.8,72.2,33.6,41.8,44.9,705.5,5,1,0,21.3,0,3,1
57.3,21.5,39.1,55.3,25.6,15.9,33.9,2906.5,3,4,0,18.7,0,12,2
31.5,12.8,29.9,56.1,27.1,19.4,56.7,1576.6,2,3,0,8.0,0,10,1
75.2,41.8,70.5,69.5,30.0,20.6,35.4,2899.4,4,3,0,30.3,0,3,2
46.7,243.2,780.2,95.0,30.9,33.1,61.8,2750.2,0,3,0,7.4,0,9,3
60.7,2.9,3.0,40.1,23.5,45.0,96.0,558.6,2,4,0,7.9,0,10,1
10.3,55.0,136.7,64.0,7.9,39.8,23.3,738.8,3,4,1,7.5,0,4,1
61.4,90.2,288.8,85.3,43.6,39.9,16.0,2556.8,3,4,1,21.7,0,6,3
47.8,13.7,37.9,48.6,44.3,41.5,13.1,216.6,2,2,1,17.4,0,4,1
85.4,71.0,157.9,72.3,43.2,42.7,63.1,2705.2,1,2,0,16.0,1,10,2
71.7,66.0,100.1,82.3,20.9,39.5,97.6,719.2,3,3,0,18.7,0,11,2
68.4,20.1,52.0,60.2,24.1,27.0,44.8,1667.8,3,3,0,27.5,0,12,1
74.0,49.6,66.8,73.9,24.3,26.3,22.8,802.6,3,4,1,9.9,0,5,2
34.0,50.5,71.8,76.7,36.0,37.5,65.8,277.6,2,3,0,34.0,0,11,1
27.4,34.9,42.7,58.3,40.0,29.9,95.2,1219.6,4,3,0,17.3,0,5,1
32.0,13.2,28.9,42.7,47.5,19.7,83.3,1865.4,3,4,0,23.8,0,10,1
31.4,25.5,68.5,57.4,39.1,19.1,43.9,541.7,0,4,0,13.3,0,1,1
77.8,19.6,55.5,61.7,43.9,37.1,35.5,1481.9,0,3,0,23.3,0,1,2
15.2,34.4,87.5,67.8,30.2,20.7,26.4,393.4,1,5,1,19.5,0,11,1
28.5,16.6,30.7,67.5,24.5,36.0,97.9,1906.3,1,2,0,32.6,0,12,0
49.8,54.7,137.2,60.5,19.6,30.1,24.0,2343.3,4,4,1,6.0,0,3,2
51.7,65.5,108.3,75.3,43.5,30.1,83.7,1875.8,2,5,0,11.8,0,5,2
28.8,39.9,71.4,78.2,46.0,20.4,24.5,1745.7,1,5,1,23.6,0,12,2
27.8,56.0,167.8,68.8,44.7,29.9,73.0,2489.4,1,1,0,9.7,0,11,1
47.6,52.7,118.7,57.7,36.1,34.5,90.7,508.4,1,3,0,4.7,0,4,2
74.8,49.5,103.8,75.7,28.4,37.8,19.2,2013.0,3,4,1,21.4,1,12,3
32.1,60.5,149.1,68.6,44.9,31.1,15.9,2517.6,1,3,1,9.6,0,12,2
46.2,133.1,604.1,95.0,42.0,32.2,92.4,1410.5,2,2,0,22.9,1,7,3
36.1,83.1,177.1,95.0,41.9,15.9,77.9,452.9,1,1,0,23.8,0,11,2
41.1,146.5,542.8,95.0,17.9,17.3,91.8,2541.5,3,3,0,21.9,0,8,2
32.5,69.8,198.2,82.5,18.8,19.4,99.4,810.3,2,2,0,26.9,1,1,2
28.4,40.6,59.5,61.3,19.8,43.1,33.9,250.1,0,2,0,16.6,0,1,1
56.7,45.8,133.5,63.1,10.5,21.2,72.2,2742.5,1,4,0,10.5,0,4,2
66.2,231.6,555.8,95.0,44.8,18.5,18.1,451.6,2,2,1,22.1,0,7,3
35.2,148.3,594.5,95.0,49.4,31.4,58.9,2953.6,1,5,0,18.6,0,7,3
54.6,37.3,55.6,69.6,7.1,20.3,72.0,1813.6,1,5,0,17.0,1,10,2
61.4,39.0,88.2,52.1,7.5,21.4,53.4,2342.3,1,3,0,4.8,0,2,1
74.0,53.0,155.7,57.5,5.9,32.5,46.5,1572.5,2,5,0,15.3,1,3,2
11.3,29.4,54.2,63.9,26.1,35.4,24.2,2214.7,1,3,1,10.9,0,11,0
92.3,83.7,226.1,79.5,40.1,38.9,96.8,2988.7,5,4,0,18.4,0,5,2
92.3,188.2,563.8,95.0,27.5,24.2,31.2,491.4,2,5,0,5.3,0,8,3
69.7,9.6,15.7,63.8,39.0,15.6,46.3,2106.0,2,3,0,21.6,0,10,1
94.7,48.6,127.3,59.2,35.4,41.3,86.4,2431.6,3,5,0,11.6,0,4,2
22.7,56.3,115.0,83.9,10.3,26.3,68.0,2777.3,2,3,0,11.3,0,5,1
38.9,49.1,234.9,60.7,31.1,39.6,29.1,2425.0,2,3,1,17.5,0,9,2
77.0,54.8,133.3,74.1,6.0,36.5,99.4,2623.0,0,5,0,3.2,0,4,2
29.8,360.0,1453.1,95.0,42.1,38.6,2.2,2355.3,1,3,1,27.2,1,7,3
35.5,57.5,93.7,66.8,48.1,41.7,27.0,595.1,2,1,1,27.1,0,1,1
56.9,72.8,94.8,67.5,8.9,23.7,72.4,1047.0,1,4,0,10.0,0,3,2
43.1,69.2,135.1,67.1,39.0,17.7,18.2,2544.0,3,5,1,22.6,0,10,2
60.2,30.7,34.5,68.3,43.6,18.6,52.6,2212.5,3,5,0,12.9,1,3,2
36.0,54.9,67.6,71.8,41.4,16.9,74.6,372.7,1,3,0,17.2,0,10,2
33.3,98.0,225.7,95.0,37.9,22.1,9.0,2548.1,3,4,1,14.7,0,7,2
6.8,64.1,99.7,67.3,45.3,31.9,99.6,837.0,1,3,0,8.8,0,12,0
40.0,46.3,48.8,72.8,47.7,36.2,3.1,2005.8,2,4,1,6.4,0,10,2
62.3,167.5,452.8,95.0,20.5,21.7,72.5,1142.1,4,4,0,17.9,0,7,3
69.7,26.2,49.3,69.5,42.5,24.9,7.4,1715.9,1,5,1,15.1,0,12,2
44.9,39.5,64.2,78.1,32.8,35.1,67.2,2987.1,4,1,0,4.2,0,11,1
67.9,132.7,482.8,95.0,45.6,24.5,88.7,872.4,0,3,0,12.1,0,7,3
30.8,40.7,110.2,64.5,6.0,34.3,26.7,2959.3,0,2,1,9.5,0,10,1
23.5,175.3,608.3,95.0,21.2,33.6,18.9,2917.6,2,5,1,27.1,0,7,3
63.0,169.7,469.7,95.0,38.4,18.6,14.0,1142.0,0,1,1,13.6,0,6,3
65.9,41.2,47.3,79.6,37.4,19.5,70.6,2619.2,1,5,0,21.2,0,11,2
18.4,281.5,606.6,95.0,14.5,27.3,62.9,1673.4,2,3,0,15.6,0,9,2
40.0,84.9,412.8,74.3,48.0,29.8,87.8,2002.0,0,4,0,24.9,0,8,2
62.9,21.0,54.7,67.4,35.9,16.8,98.7,1717.5,4,5,0,22.5,0,5,2
29.3,43.2,66.6,58.3,24.1,28.7,21.7,2642.9,2,3,1,14.6,0,4,1
10.0,13.7,40.2,55.7,35.7,39.4,54.6,1674.1,3,2,0,18.4,0,2,0
67.2,40.5,73.6,66.9,49.7,37.3,83.8,696.4,2,2,0,19.0,0,3,1
58.1,50.3,78.4,79.4,16.3,44.4,89.0,557.2,2,4,0,13.7,0,2,2
33.2,39.8,50.5,77.4,45.2,41.4,96.4,2475.3,0,4,0,21.6,0,3,1
35.4,53.0,144.4,70.3,6.1,43.3,45.9,1625.2,2,4,0,14.8,0,1,2
60.3,52.3,236.4,59.5,48.4,20.9,72.1,1716.0,2,4,0,23.6,1,7,2
51.3,56.4,133.5,66.2,43.4,18.5,44.0,1308.8,2,4,0,9.2,0,3,2
59.2,44.1,90.7,61.2,33.2,15.5,51.8,1051.9,0,2,0,15.0,0,2,1
33.3,18.3,30.1,60.2,22.3,31.5,55.3,778.9,2,3,0,18.2,1,12,1
44.6,237.7,926.7,95.0,25.0,29.3,77.7,2194.4,1,1,0,20.7,0,8,2
86.7,48.8,74.7,81.0,33.4,27.0,41.9,1550.4,1,5,0,3.4,0,11,2
68.2,38.1,96.7,53.4,19.9,37.2,40.0,123.2,3,2,0,18.4,0,5,1
41.4,46.7,51.6,82.8,9.7,21.2,72.4,1224.2,1,4,0,21.2,0,3,2
42.0,98.9,472.3,95.0,38.9,24.2,78.8,2200.3,1,2,0,14.1,0,9,2
50.5,50.1,50.6,59.2,40.3,17.9,97.3,2913.8,1,4,0,16.0,0,2,2
45.0,169.8,717.7,95.0,24.5,44.7,12.4,2761.7,4,2,1,14.5,0,8,3
22.7,52.6,144.7,69.3,32.2,31.0,54.0,1219.9,3,3,0,11.5,0,11,1
54.6,91.4,206.1,95.0,36.2,39.3,12.7,120.1,0,3,1,8.0,0,8,3
34.0,79.5,96.3,70.6,46.0,31.5,23.8,352.1,1,4,1,8.3,0,4,2
50.5,35.4,69.5,77.4,22.9,16.3,96.8,2915.8,6,4,0,15.3,0,2,2
61.4,35.0,44.8,50.4,46.9,36.6,12.0,1605.4,1,4,1,16.7,1,4,2
62.1,64.2,124.8,76.7,47.6,26.5,37.2,1187.7,6,2,0,4.5,1,4,2
29.9,73.8,319.5,77.3,5.8,32.0,68.4,310.7,2,1,0,7.8,0,7,2
56.9,64.2,151.3,77.3,44.0,43.5,72.9,803.0,1,4,0,20.8,0,12,2
40.8,88.7,153.0,74.9,20.4,41.5,84.4,1199.8,1,4,0,8.8,0,1,2
58.9,9.1,20.7,51.7,40.7,29.6,67.3,2861.2,2,3,0,6.8,0,11,1
79.8,39.4,43.3,61.5,9.4,22.2,74.8,252.9,1,3,0,26.9,0,3,1
60.3,25.3,35.5,43.8,18.5,37.8,40.4,2119.8,2,3,0,19.5,0,1,1
34.0,34.6,56.3,57.3,40.3,44.4,11.2,719.9,0,4,1,19.6,0,3,2
49.7,184.9,659.8,95.0,44.2,41.0,12.2,1621.6,6,3,1,15.0,0,6,3
23.1,16.2,44.7,46.1,34.3,37.0,13.8,452.3,2,4,1,12.1,0,11,1
39.7,95.0,336.3,87.2,15.5,36.4,44.3,1020.9,2,2,0,21.9,0,7,2
31.2,112.6,250.6,95.0,10.4,25.9,30.3,713.4,5,3,0,16.1,0,8,2
52.3,231.4,1008.5,95.0,33.1,23.4,93.3,190.0,2,3,0,16.2,0,8,3
18.8,21.0,57.2,67.9,24.4,25.5,51.6,398.6,0,1,0,26.4,0,4,0
71.5,18.1,28.3,52.4,26.7,23.6,85.1,281.9,4,3,0,4.0,1,3,2
13.3,32.9,70.1,76.4,42.1,21.9,61.1,170.9,2,2,0,12.1,0,3,0
19.3,14.0,24.8,46.7,34.7,22.3,0.6,2267.5,1,3,1,21.3,0,2,1
46.9,21.2,53.2,53.0,34.9,20.9,65.2,601.6,3,4,0,4.4,0,10,1
45.7,369.2,985.4,95.0,8.1,40.6,83.6,1026.6,0,3,0,5.5,0,8,3
58.3,29.8,40.2,69.8,39.5,39.8,54.6,123.9,4,3,0,16.4,0,1,1
25.9,45.2,79.7,53.2,40.6,36.4,91.0,2724.6,2,5,0,2.3,0,2,1
21.8,37.3,83.4,72.5,13.0,24.4,11.4,2119.1,3,2,1,18.9,0,4,1
17.1,304.4,935.6,95.0,36.2,17.5,4.1,453.0,0,4,1,17.6,0,6,3
67.0,211.3,669.5,95.0,47.5,23.3,43.2,893.4,2,3,0,9.5,0,8,3
34.7,95.7,215.8,89.0,43.3,26.7,43.6,1628.2,1,4,0,5.1,0,6,2
23.0,35.9,75.8,49.3,20.6,33.3,94.4,1991.5,1,4,0,13.4,0,4,0
65.7,66.6,204.0,65.0,15.7,16.9,29.4,180.7,0,2,1,10.9,0,8,2
66.0,161.7,540.5,95.0,34.8,32.5,23.1,1621.8,2,5,1,14.6,0,9,3
39.4,29.9,81.2,61.4,20.3,38.4,6.7,2041.8,0,1,1,26.4,0,4,1
44.7,26.8,28.3,59.7,22.7,18.9,60.1,2099.1,1,3,0,5.5,0,2,1
59.5,226.7,523.5,95.0,5.3,43.0,43.0,102.9,3,5,0,4.3,1,8,3
44.1,32.8,42.9,57.8,38.1,33.2,87.3,2074.6,2,1,0,3.1,0,12,1
48.2,62.2,96.3,84.3,9.8,42.0,3.8,126.4,2,2,1,22.5,1,1,2
24.3,19.6,58.6,42.1,42.0,28.2,88.8,676.6,3,4,0,7.1,0,1,0
32.1,30.3,46.9,71.2,31.4,27.5,89.8,697.2,3,5,0,12.5,0,10,1
19.6,24.4,63.4,63.1,8.6,24.9,66.5,842.4,2,3,0,15.7,0,11,0
54.6,180.2,673.1,95.0,38.2,44.6,77.8,1410.3,1,1,0,15.2,0,7,3
65.7,17.6,43.2,58.5,5.4,31.4,0.7,1153.6,3,4,1,14.4,1,11,2
57.9,35.0,96.1,52.3,13.0,27.2,67.5,582.3,2,3,0,14.9,0,2,1
31.8,11.0,18.8,42.3,11.8,33.2,3.7,2557.4,3,2,1,44.5,1,1,1
47.5,29.1,52.3,69.3,26.8,43.7,73.7,775.0,2,3,0,14.5,0,4,1
64.3,53.1,107.9,73.1,5.8,37.5,24.5,597.0,1,2,1,22.6,0,3,2
31.2,7.5,21.4,39.5,30.1,30.4,85.4,277.9,6,2,0,18.8,0,9,0
40.5,147.0,402.8,95.0,19.0,34.9,62.3,1824.6,4,2,0,5.7,0,7,2
64.2,139.0,340.2,95.0,6.5,26.3,89.5,1524.2,3,4,0,17.4,0,8,3
54.8,129.9,266.2,95.0,36.8,15.3,32.5,1650.9,4,3,0,13.5,0,6,3
35.1,35.7,45.1,55.8,5.9,42.6,89.4,1899.4,2,5,0,20.1,0,2,1
50.4,60.6,103.1,78.1,28.6,20.1,87.5,700.7,4,5,0,10.4,0,11,2
43.3,47.2,122.8,59.6,46.6,28.0,47.0,858.8,2,3,0,14.9,0,3,1
52.3,17.3,38.8,41.2,32.0,44.1,59.4,2585.0,2,3,0,4.8,0,4,1
28.2,346.2,1712.1,95.0,44.3,32.7,24.8,131.8,3,1,1,17.1,0,6,2
59.4,292.2,1112.4,95.0,6.2,27.6,82.0,1616.9,0,3,0,10.1,0,6,3
22.1,21.6,58.9,43.2,5.5,22.1,84.7,2797.8,1,2,0,16.0,0,2,0
17.5,15.9,25.3,56.2,48.7,20.6,21.3,2910.9,1,5,1,12.2,0,5,1
32.4,263.6,715.4,95.0,27.0,25.9,35.5,973.7,2,2,0,6.8,0,9,2
45.6,59.2,160.6,69.7,24.0,22.9,62.1,1185.1,4,1,0,16.2,0,2,2
55.5,3.6,4.3,61.8,17.7,36.1,16.7,855.1,0,5,1,32.2,0,2,2
22.0,289.7,1399.5,95.0,13.2,41.1,98.8,1396.9,1,3,0,9.2,0,6,2
59.1,16.0,41.0,61.0,47.7,32.6,47.9,2033.8,3,3,0,6.5,0,5,1
51.5,34.7,67.2,65.4,20.3,33.4,40.7,1837.5,1,2,0,4.8,0,3,1
85.1,69.1,195.5,86.1,5.6,20.6,21.9,911.8,1,3,1,18.1,0,10,2
45.3,19.0,26.7,40.0,48.2,22.8,61.2,818.7,1,3,0,9.9,0,1,1
52.8,55.9,76.9,67.2,28.1,27.8,9.9,2260.0,1,4,1,9.5,0,2,2
56.7,52.0,114.0,81.3,44.6,24.9,39.3,2199.6,0,2,0,9.9,0,5,2
70.8,161.7,806.3,95.0,10.6,25.1,50.5,2136.7,3,2,0,25.8,0,9,3
22.4,107.1,408.9,90.4,15.0,27.6,45.2,1982.3,1,2,0,8.4,1,6,2
37.1,45.2,97.8,79.7,18.2,23.3,80.5,818.4,0,3,0,19.1,0,10,1
34.2,38.5,87.9,65.2,13.1,20.2,20.1,2384.5,1,3,1,17.9,0,2,1
112.5,65.7,123.4,74.3,11.6,38.1,62.6,594.4,3,2,0,5.7,0,5,2
19.4,29.3,50.4,53.0,10.1,43.0,18.3,2018.8,0,4,1,23.5,0,5,1
58.1,221.8,597.7,95.0,5.3,31.3,77.5,269.2,2,4,0,7.0,1,7,3
70.4,37.8,47.3,75.9,11.1,40.0,5.2,1265.8,1,4,1,27.0,0,10,2
35.2,20.6,29.8,44.5,23.1,32.7,76.4,2701.6,2,4,0,7.9,0,11,1
18.2,19.6,34.4,52.4,36.0,24.6,37.7,1906.7,4,1,0,11.0,0,12,0
20.1,74.9,91.2,78.3,33.5,33.9,86.6,1654.2,1,3,0,31.7,0,2,1
44.1,48.3,107.3,67.0,18.0,37.9,73.6,2272.0,3,2,0,27.1,0,2,1
14.2,16.5,23.5,42.0,44.7,15.9,76.0,1350.2,0,3,0,28.5,0,4,0
47.3,244.2,604.0,95.0,16.3,30.3,26.9,816.4,3,3,1,20.6,0,7,3
86.6,105.1,516.3,95.0,47.9,18.9,24.1,1107.8,6,4,1,9.0,0,7,3
43.5,27.0,69.1,54.3,23.1,35.6,32.3,2883.1,2,3,0,17.8,0,5,1
64.3,205.3,797.0,95.0,29.8,24.4,3.2,712.4,1,3,1,7.0,0,9,3
45.5,58.7,110.8,73.3,42.3,39.5,14.1,2158.4,5,4,1,7.3,0,10,2
23.1,88.4,115.9,85.7,13.4,37.9,23.8,337.7,6,5,1,12.6,0,3,2
45.7,32.0,86.3,56.5,6.8,25.5,88.6,1911.3,1,3,0,19.1,0,1,1
61.5,29.1,137.7,50.5,21.4,40.5,66.3,484.4,3,3,0,9.9,1,9,2
22.7,19.0,46.4,48.2,23.8,40.8,31.0,2780.5,1,2,0,20.5,0,10,0
42.9,37.7,61.4,58.0,8.4,20.9,61.0,2075.3,2,4,0,11.8,0,2,1
27.5,96.9,378.7,85.8,15.4,18.0,12.0,2484.2,1,4,1,10.2,0,7,3
19.8,26.9,33.3,64.0,18.7,39.2,48.9,333.5,1,2,0,21.2,0,5,0
36.1,79.8,294.0,95.0,17.1,19.2,54.4,996.3,4,4,0,5.2,0,7,2
87.2,139.0,624.5,95.0,46.9,35.5,62.5,1125.6,1,5,0,17.5,0,9,3
26.9,67.0,165.2,77.8,7.6,29.1,4.2,2844.1,1,2,1,17.0,0,10,2
24.6,45.1,106.8,55.0,21.5,37.9,34.1,2850.3,1,3,0,22.3,0,4,0
26.0,40.1,48.3,71.0,8.0,26.4,86.0,2091.0,4,5,0,5.6,0,3,1
17.0,264.1,586.8,95.0,41.2,22.5,71.5,790.3,3,3,0,24.7,0,7,2
35.0,20.1,41.4,52.4,22.7,19.8,66.0,303.7,1,3,0,13.2,0,12,1
55.1,54.6,55.7,67.0,43.8,41.1,91.9,2458.0,1,3,0,15.7,0,4,2
23.9,11.2,22.2,49.0,43.3,39.0,78.2,2803.6,3,2,0,29.6,0,2,0
11.5,32.6,77.3,54.8,46.6,30.0,46.8,454.6,4,4,0,13.8,0,3,0
64.2,17.5,33.4,54.1,20.2,41.2,39.6,2142.4,1,4,0,16.4,0,10,2
45.0,28.4,29.7,71.6,16.2,34.5,56.0,1888.6,2,3,0,3.3,0,12,1
38.7,60.9,294.9,85.7,22.9,24.5,70.4,1283.4,1,4,0,24.8,0,8,2
30.3,39.2,53.9,64.4,10.1,30.5,82.1,1502.7,1,3,0,18.1,0,4,1
88.9,42.5,76.3,65.0,28.7,21.7,30.9,2569.7,0,4,0,11.0,0,10,2
44.0,36.9,70.5,59.4,8.5,16.0,26.9,1143.2,3,4,1,12.9,1,3,2
30.6,72.3,162.3,95.0,25.1,29.1,74.1,1145.8,1,4,0,10.5,0,10,2
53.4,240.9,765.2,95.0,12.6,38.8,34.7,991.5,2,5,0,19.0,0,9,3
23.1,50.7,129.3,61.3,19.7,31.3,0.5,675.3,3,5,1,18.0,0,1,2
