sea_surface_temp_c,atmospheric_pressure_hpa,wind_speed_kmh,wind_shear_kms,humidity_percent,coastal_distance_km,latitude,coriolis_parameter,cloud_top_temp_c,vorticity,previous_cyclone_30d,month,risk_level
30.9,962.1,66.4,28.6,85.8,407.1,15.19,3.8214,-42.4,7.95,0,10,2
30.6,994.6,59.8,22.8,63.4,398.3,9.74,2.4684,-57.2,1.44,0,10,2
27.4,987.4,57.2,29.4,69.5,502.2,18.89,4.7212,-42.2,8.71,0,5,2
26.9,997.3,76.2,24.0,89.6,561.3,8.77,2.2242,-53.9,14.94,0,11,2
26.7,1011.2,29.7,14.6,85.6,667.0,21.13,5.2573,-22.6,1.84,0,2,0
29.5,986.2,52.5,39.1,74.4,571.0,19.51,4.8698,-49.2,6.88,0,5,2
24.1,1027.8,30.1,7.1,83.1,195.0,16.37,4.1112,-58.7,3.1,0,4,0
24.5,1000.8,39.0,7.0,65.0,207.8,14.43,3.6347,-21.1,2.17,0,12,1
26.5,975.5,63.0,27.1,66.1,466.3,9.27,2.3501,-36.2,1.32,1,6,2
24.1,1004.1,55.2,63.4,90.0,442.8,16.48,4.137,-39.1,1.14,0,2,1
27.1,976.5,163.4,26.2,66.9,97.2,24.48,6.0424,-41.1,0.15,0,11,3
29.5,984.3,114.7,7.6,82.7,281.8,24.56,6.0613,-45.9,11.2,1,10,3
22.5,1025.4,36.8,13.7,62.9,239.7,16.14,4.0546,-21.7,0.63,0,8,0
21.8,1004.6,36.6,42.5,66.2,188.2,13.42,3.384,-41.5,1.52,0,4,1
21.6,1011.1,41.7,22.3,68.1,663.5,24.68,6.0904,-22.9,1.88,0,3,0
26.4,1004.7,60.7,28.7,79.7,251.9,9.07,2.2984,-59.9,1.13,1,11,2
26.2,964.3,14.2,33.3,94.8,420.4,16.16,4.0602,-35.2,3.53,0,5,2
27.7,982.5,23.8,15.8,91.7,378.2,19.18,4.7904,-41.3,3.63,1,10,2
23.3,1002.4,47.0,11.0,77.1,543.8,15.83,3.9795,-34.4,1.26,0,1,0
26.5,1003.7,71.7,19.3,82.3,518.8,22.33,5.5419,-55.5,0.94,1,5,2
22.2,1030.0,39.0,53.4,89.2,392.5,17.37,4.3547,-34.4,0.7,0,2,0
21.3,1010.3,22.4,40.8,64.1,350.1,16.03,4.0285,-46.0,0.38,0,9,0
27.9,1018.1,55.3,31.8,80.2,149.1,8.35,2.1168,-47.1,1.46,0,2,1
27.5,1009.2,19.5,13.1,93.0,550.7,8.44,2.1405,-38.7,0.38,0,9,0
24.7,1009.5,59.2,26.2,82.5,129.3,17.69,4.4318,-22.1,1.41,0,12,1
26.0,996.3,36.8,36.1,61.1,206.3,23.83,5.8915,-22.8,2.79,0,1,1
27.1,1018.5,72.3,22.4,92.9,370.5,14.23,3.584,-49.4,2.53,0,3,1
29.5,989.3,29.1,33.5,93.7,111.2,24.25,5.9905,-43.2,0.54,0,10,2
20.5,1022.6,23.6,27.5,77.0,167.1,9.3,2.358,-58.6,2.35,0,1,0
22.0,1015.3,24.8,18.4,89.4,547.2,21.75,5.4038,-43.8,3.12,0,4,0
23.0,1021.0,37.6,23.6,81.9,346.0,15.69,3.943,-21.0,0.95,0,3,0
30.1,983.4,101.7,19.4,75.1,421.0,21.3,5.2971,-21.4,0.45,1,6,2
28.5,996.5,79.5,15.2,85.5,236.7,8.45,2.142,-33.9,10.03,0,6,2
27.6,1015.8,39.2,29.8,80.4,97.5,14.1,3.5519,-53.1,1.1,0,8,1
29.3,981.8,56.4,22.0,87.8,317.4,21.53,5.3528,-55.0,8.29,1,6,2
28.0,996.1,24.0,46.3,91.7,445.6,16.62,4.1708,-35.7,1.41,0,10,2
22.5,1008.7,61.2,30.5,89.0,70.4,15.61,3.9249,-51.2,0.72,0,1,1
23.1,991.4,88.9,12.1,91.2,172.5,11.11,2.811,-38.4,1.05,0,2,2
30.7,996.0,55.1,15.7,91.3,202.2,11.22,2.839,-41.4,5.83,1,5,2
20.1,1011.9,31.9,21.2,83.8,260.2,12.89,3.2525,-26.5,1.64,0,12,0
27.3,1011.3,61.6,26.9,71.9,338.6,11.09,2.8059,-42.7,0.11,0,1,1
24.7,1010.8,26.7,6.0,69.0,212.5,10.35,2.6202,-26.2,0.4,0,1,0
22.2,1006.1,24.0,16.3,72.2,554.4,13.98,3.523,-35.9,0.99,0,12,0
22.4,1003.1,57.0,8.3,72.4,458.2,15.24,3.8329,-23.2,1.16,0,4,1
31.2,973.6,82.3,10.5,88.3,492.7,17.23,4.321,-44.7,8.34,0,5,3
24.4,1006.8,25.4,14.6,83.9,232.2,20.53,5.1135,-54.4,1.18,0,4,0
27.4,1014.6,40.7,14.6,83.2,242.9,22.24,5.519,-38.5,1.33,0,7,1
20.4,986.7,55.8,24.7,73.1,479.3,11.08,2.8036,-46.6,0.98,0,3,1
20.7,1019.4,25.7,35.7,80.2,475.4,17.1,4.2885,-46.3,2.1,0,7,0
31.1,985.3,55.7,2.1,90.3,502.6,9.4,2.3824,-26.9,16.63,0,10,2
21.0,1000.5,20.9,35.6,75.1,467.1,8.6,2.1806,-54.9,0.96,0,7,0
22.0,1023.4,41.3,19.2,83.9,300.6,24.88,6.1355,-21.3,0.26,0,1,0
22.2,1005.4,57.9,6.3,71.2,502.1,16.25,4.0803,-31.5,0.36,0,9,0
22.2,1015.2,34.1,15.3,66.7,198.9,20.6,5.1319,-39.4,3.2,1,12,0
24.6,1000.7,52.0,17.4,67.3,194.6,13.97,3.5206,-27.9,0.06,0,9,1
24.2,1009.2,32.2,43.7,60.8,657.7,15.73,3.9529,-38.7,0.61,0,1,0
26.2,990.1,49.6,34.7,87.8,295.1,11.82,2.9871,-36.5,6.43,1,5,2
22.4,1007.0,51.6,18.1,79.6,417.1,12.67,3.1984,-57.9,2.32,0,1,0
25.2,1009.3,21.7,18.3,77.8,214.9,18.63,4.6584,-40.0,2.76,0,12,0
26.2,992.0,31.9,33.2,71.7,486.4,22.12,5.4925,-50.9,3.62,1,10,2
23.1,1017.3,44.1,30.7,65.5,483.5,12.34,3.1178,-46.6,0.01,0,9,0
23.8,1017.0,33.2,13.1,64.6,308.9,19.51,4.8704,-40.3,0.75,0,8,0
27.7,952.4,97.9,19.9,71.7,521.5,11.21,2.8353,-27.4,2.73,1,6,2
20.7,1003.7,63.4,26.5,83.8,76.5,21.75,5.4032,-31.3,0.17,0,12,1
21.3,1010.3,26.1,24.2,77.5,267.4,18.93,4.7323,-23.2,3.75,0,8,0
27.9,995.9,34.8,37.0,76.8,223.0,16.89,4.2384,-33.7,0.39,0,1,1
27.6,1008.8,43.4,23.2,81.2,307.8,24.78,6.1136,-52.2,0.1,0,4,0
29.4,978.9,46.1,18.3,86.1,139.9,11.36,2.8718,-54.1,2.59,1,6,3
27.6,1010.4,77.6,33.4,70.3,217.1,11.85,2.9958,-59.3,0.74,0,10,2
23.9,1006.6,57.4,21.7,69.5,498.4,19.95,4.9752,-31.8,0.87,0,2,0
20.5,1006.5,65.1,26.9,71.9,458.0,15.56,3.9125,-34.6,0.46,0,3,0
22.6,1015.4,30.2,17.4,92.8,240.2,14.33,3.6098,-52.1,5.43,0,8,0
28.6,983.0,74.8,33.6,94.5,155.4,22.88,5.6704,-25.5,10.15,0,5,2
28.0,968.2,61.4,27.9,83.0,390.0,13.22,3.3345,-43.7,0.46,1,6,2
27.0,1012.3,47.4,21.2,64.9,492.9,8.87,2.2481,-54.4,0.12,0,1,0
25.7,1009.3,36.1,17.6,64.4,274.8,15.79,3.9685,-24.8,0.57,1,3,0
22.6,1003.1,49.7,10.4,79.5,943.7,17.64,4.4188,-51.6,5.2,0,4,0
25.5,1009.5,37.9,27.6,79.5,337.9,15.78,3.9651,-53.3,0.41,0,7,0
28.7,1000.4,61.2,31.8,65.1,556.2,15.94,4.0044,-23.9,4.43,0,5,2
31.5,991.7,51.2,6.2,65.7,235.3,10.12,2.5627,-21.1,0.01,0,10,2
22.5,1006.5,57.3,43.0,88.9,526.6,15.91,3.9978,-22.2,0.6,0,3,0
29.8,1006.3,28.1,1.1,74.7,442.0,21.76,5.4077,-47.2,0.76,0,10,1
29.5,994.3,50.0,25.1,69.5,786.7,10.84,2.7419,-38.8,7.79,1,11,2
23.9,1016.8,40.0,10.8,87.1,525.3,14.87,3.7421,-35.6,0.23,0,7,0
27.5,1018.2,50.9,16.4,61.2,538.3,12.84,3.2403,-52.6,2.55,0,9,1
26.9,1008.5,46.4,19.9,60.7,416.4,9.62,2.4379,-21.7,0.53,0,7,0
23.2,1007.1,37.5,32.2,89.0,91.9,12.94,3.2647,-31.6,1.3,0,8,0
25.2,1011.8,42.2,18.1,78.5,259.0,20.7,5.1552,-37.4,1.8,0,3,0
22.2,1013.1,42.1,18.2,78.7,299.3,18.06,4.5211,-44.1,0.28,0,2,0
26.3,991.7,56.7,25.5,93.4,401.7,10.76,2.7236,-32.8,5.69,0,11,2
30.5,983.3,44.8,18.6,74.9,832.5,9.46,2.3983,-30.3,4.44,0,11,2
21.2,1006.4,26.3,14.1,93.2,245.3,15.86,3.9868,-28.1,0.33,0,7,0
27.9,1016.3,33.4,55.9,67.6,238.0,15.32,3.8544,-22.7,0.46,0,3,1
27.1,995.0,33.7,11.6,81.9,417.4,12.98,3.2748,-58.1,2.35,1,5,2
32.0,971.8,95.1,22.0,63.2,518.3,22.05,5.4755,-40.4,18.63,0,5,3
20.8,1017.1,51.5,41.0,73.6,223.4,16.35,4.1067,-31.0,0.27,1,2,0
27.1,1014.4,39.5,28.8,91.3,161.1,19.55,4.8795,-51.5,1.3,0,5,1
26.9,980.2,46.1,20.1,71.7,515.7,23.8,5.8845,-33.9,8.71,0,11,2
31.6,991.9,97.2,9.1,76.0,92.7,14.75,3.7119,-36.8,17.21,0,5,3
27.9,1015.8,30.2,65.2,70.5,194.1,19.12,4.778,-53.6,0.14,0,12,1
26.0,1008.2,40.0,31.2,86.9,382.4,22.46,5.5708,-45.7,0.59,0,8,0
29.3,991.0,37.0,27.4,65.9,364.3,13.84,3.4881,-27.9,9.52,0,10,2
20.6,1003.7,62.9,18.6,74.1,681.6,10.1,2.5583,-54.1,0.13,0,9,1
29.1,997.3,42.7,40.7,70.2,502.9,21.82,5.4213,-27.9,4.15,0,5,2
27.8,1005.5,42.0,31.6,79.5,92.8,16.29,4.0909,-41.8,3.19,0,12,1
29.7,979.1,28.8,8.5,79.0,370.6,15.53,3.9042,-30.0,7.89,1,10,2
30.3,985.2,49.9,1.0,90.7,460.7,19.31,4.823,-21.9,0.32,1,6,2
22.1,1019.4,32.8,22.8,79.5,504.2,19.26,4.8098,-22.4,2.05,0,8,0
28.8,968.5,52.9,36.7,70.3,524.0,22.53,5.5874,-52.0,8.14,1,5,2
25.1,1027.5,52.0,23.6,74.8,218.6,21.54,5.3554,-56.5,0.0,0,7,0
21.0,1017.5,34.0,30.7,62.5,501.1,23.31,5.7707,-33.5,1.59,0,8,0
26.3,974.8,63.1,25.8,65.1,185.5,8.14,2.0651,-39.0,4.15,0,6,2
28.0,1007.4,37.8,14.0,88.3,705.8,16.75,4.2032,-50.2,1.21,0,3,0
30.1,986.0,43.9,29.3,84.6,331.4,20.5,5.107,-35.5,5.02,1,10,2
27.1,1001.8,68.8,26.1,70.8,203.7,17.55,4.3976,-23.1,2.21,0,8,2
27.4,1004.8,21.5,9.3,79.9,319.6,16.21,4.0716,-38.8,4.55,0,12,1
20.7,1000.8,22.6,32.0,86.4,349.3,8.52,2.1604,-20.7,1.14,0,4,0
22.5,1009.2,63.0,45.7,88.5,505.1,15.94,4.0053,-51.7,3.42,0,3,0
27.9,1021.4,43.6,8.1,89.3,245.4,16.67,4.1836,-56.8,0.56,0,11,1
31.4,977.4,35.6,17.6,75.2,588.4,8.97,2.2749,-56.3,4.15,0,11,2
21.8,994.0,58.5,24.0,90.2,436.9,21.34,5.3068,-44.7,1.49,0,2,1
24.7,1013.4,50.5,31.7,84.6,533.7,12.67,3.1983,-32.1,0.18,0,1,0
22.3,1001.7,59.5,18.1,61.0,284.7,16.54,4.1518,-20.5,0.46,0,12,1
24.9,1011.0,74.1,28.8,79.6,698.9,12.61,3.1831,-39.9,0.15,0,3,0
24.7,1009.5,15.3,18.4,63.0,433.7,14.2,3.5785,-39.1,1.0,0,9,0
27.6,1011.8,30.4,31.1,66.7,121.1,8.31,2.1082,-41.6,1.75,0,7,1
28.0,997.9,39.9,17.8,93.9,486.3,8.28,2.1012,-40.7,1.7,0,11,2
27.9,1017.1,14.5,14.3,60.4,343.5,18.43,4.6106,-59.4,1.05,0,3,0
20.2,1004.9,32.6,3.1,87.0,272.0,10.21,2.5846,-45.7,0.99,0,4,1
27.7,1009.3,51.6,2.7,93.2,485.4,9.49,2.4045,-34.5,1.2,0,7,1
27.4,1007.1,81.0,44.2,60.7,673.0,22.57,5.5974,-59.8,1.61,0,9,1
27.3,1009.0,17.6,30.8,90.7,426.9,11.94,3.0167,-52.3,3.21,0,1,0
30.8,978.6,25.3,31.0,66.5,524.8,16.35,4.1064,-59.8,6.5,0,10,2
24.9,1011.8,33.0,35.5,75.9,322.9,15.81,3.9732,-54.2,0.42,0,9,0
28.6,969.2,37.6,26.3,67.7,143.7,20.76,5.1688,-48.7,2.31,0,10,3
31.6,969.7,60.3,30.5,67.6,489.7,24.29,5.9997,-47.2,1.37,1,6,2
23.4,1014.6,19.0,11.1,70.9,746.3,9.19,2.3292,-57.8,0.07,0,2,0
23.5,1020.5,49.8,33.2,81.1,682.2,8.55,2.1681,-47.9,1.58,0,4,0
27.2,973.0,136.8,14.8,75.9,144.5,22.56,5.5953,-29.1,12.25,0,5,3
20.8,1003.7,65.3,24.6,60.9,133.3,11.06,2.799,-53.5,1.91,1,7,1
26.0,1011.8,52.2,26.1,72.1,265.0,20.88,5.1983,-53.3,2.54,0,3,1
20.1,1005.7,32.9,47.3,60.4,65.2,13.72,3.458,-45.8,0.0,0,7,0
27.6,985.4,16.3,32.0,74.0,440.4,23.09,5.7187,-46.7,0.71,1,6,2
28.7,956.4,99.5,18.1,89.6,102.1,15.09,3.796,-44.5,11.51,0,11,3
26.6,1013.5,51.4,20.2,82.7,405.6,15.18,3.8186,-34.7,1.49,0,12,1
27.1,1011.9,40.3,37.2,80.7,508.8,16.53,4.1489,-58.2,1.43,0,3,0
30.1,1016.4,63.5,20.4,64.4,189.9,20.97,5.2195,-31.4,0.08,0,6,2
30.4,984.3,30.5,15.2,92.9,128.5,12.39,3.13,-30.4,7.07,0,10,2
22.2,998.9,15.4,38.1,80.9,254.2,11.02,2.7889,-24.7,1.79,1,7,0
24.4,991.9,34.5,42.1,80.2,357.4,12.93,3.2637,-26.6,4.95,0,12,1
24.0,1007.8,41.9,29.0,65.0,220.0,17.98,4.5011,-23.9,2.3,0,4,0
27.9,988.9,110.7,28.8,67.4,370.4,19.43,4.852,-23.6,7.02,0,6,2
22.9,1004.8,72.4,20.7,75.8,277.4,19.16,4.7871,-54.2,0.99,0,7,1
25.7,1017.2,29.5,13.6,87.7,284.8,9.03,2.2897,-56.4,0.83,0,9,0
27.7,1024.6,64.0,14.4,76.9,499.0,10.48,2.6539,-38.3,0.74,0,8,1
25.1,1003.4,35.8,47.2,62.3,575.9,12.15,3.0689,-39.2,3.25,0,9,0
28.7,1012.7,40.9,39.3,72.9,500.9,20.46,5.0969,-32.4,6.22,1,5,1
27.0,1004.6,48.1,19.6,63.8,620.7,9.87,2.5002,-34.1,5.31,0,4,1
25.2,1000.2,54.7,31.0,64.6,239.1,21.4,5.3215,-38.2,1.98,0,7,1
27.1,996.1,38.4,8.7,82.3,346.7,14.79,3.7234,-43.5,2.36,0,11,2
24.8,1029.2,18.1,38.4,69.0,456.6,10.24,2.592,-25.3,1.08,0,12,0
24.2,1003.1,66.4,24.0,76.8,161.7,15.38,3.869,-55.1,1.05,0,7,1
25.9,1013.1,65.9,28.1,61.4,555.4,13.34,3.3654,-54.9,1.54,0,1,0
28.3,980.2,71.7,30.5,66.0,173.2,11.05,2.7944,-28.6,1.88,0,11,2
21.3,1005.7,52.5,21.2,60.3,419.5,13.79,3.4761,-44.9,0.12,0,2,0
27.0,989.1,61.5,40.7,94.2,744.2,13.14,3.316,-25.9,0.27,0,10,2
23.6,1013.4,32.0,2.7,78.0,54.7,12.27,3.0995,-45.1,1.01,0,4,0
31.9,1001.3,64.3,10.1,68.2,395.8,15.67,3.939,-35.3,0.29,0,10,2
27.8,1024.5,42.8,17.2,95.0,278.7,16.86,4.2288,-47.8,1.98,0,3,1
20.4,1006.8,46.8,36.1,63.9,410.9,9.3,2.3579,-30.1,3.19,0,3,0
26.7,996.0,52.7,17.5,76.7,447.1,23.66,5.8535,-25.1,1.99,1,11,2
31.8,990.1,113.4,47.6,88.9,469.4,18.38,4.5996,-26.2,2.53,0,11,2
25.4,1013.0,41.5,12.7,86.7,447.1,11.64,2.9434,-39.9,1.78,0,1,0
25.1,1020.5,52.6,46.4,93.1,377.2,13.37,3.3718,-27.8,0.81,0,12,0
21.0,1005.6,16.3,19.5,71.1,457.8,10.9,2.7575,-55.3,3.07,0,12,0
24.5,1020.1,56.6,5.9,66.5,256.4,16.56,4.1567,-51.8,0.58,0,1,0
27.7,1011.3,51.2,34.5,81.4,180.8,13.42,3.3858,-48.9,2.22,0,1,1
23.7,1012.4,24.2,23.4,93.3,348.4,22.37,5.5497,-59.2,0.27,0,2,0
27.5,1011.0,65.6,21.5,63.0,380.0,22.01,5.4668,-45.9,2.61,0,8,1
23.9,1007.8,37.3,31.9,93.6,564.2,11.55,2.9208,-40.3,1.25,0,7,0
24.2,1015.5,20.3,12.9,60.3,432.6,20.06,5.0015,-25.4,0.57,0,3,0
23.8,1006.0,56.0,22.3,71.7,395.7,17.88,4.477,-31.5,0.72,0,7,0
26.2,1011.7,39.7,11.7,72.6,756.2,8.98,2.2771,-48.6,0.35,0,4,0
26.3,1008.4,21.6,29.6,88.9,124.8,22.9,5.6741,-33.4,0.12,0,8,1
26.0,1021.0,62.6,40.9,85.6,196.7,18.82,4.7039,-27.4,0.46,0,7,1
22.2,1018.9,75.0,22.2,61.2,636.3,21.17,5.2665,-27.0,1.39,0,4,0
23.5,1028.9,37.4,30.9,69.1,300.2,16.61,4.1685,-46.8,2.88,0,1,0
23.9,1007.5,14.9,8.6,67.9,402.2,16.96,4.2544,-37.4,0.19,0,1,0
23.3,1018.3,57.6,46.5,82.4,695.1,16.01,4.0234,-25.5,3.51,0,3,0
26.7,1009.2,43.4,16.5,81.8,556.7,22.69,5.6265,-39.1,1.76,0,9,0
23.9,998.4,50.1,8.2,84.6,197.1,15.75,3.9587,-40.7,0.4,0,4,1
20.7,1025.5,18.8,14.7,82.2,156.6,23.25,5.7578,-51.4,3.0,0,7,0
27.8,1011.4,58.8,35.4,89.5,650.9,24.4,6.0247,-42.1,3.89,0,12,1
26.8,992.4,54.7,12.1,88.4,61.5,15.93,4.0017,-57.2,1.64,0,6,2
22.1,1016.9,55.0,19.4,88.4,171.6,22.63,5.612,-57.0,1.58,0,7,0
21.4,1022.1,84.6,21.6,70.7,185.7,16.5,4.1424,-22.7,3.99,0,4,1
21.3,1018.0,48.5,11.7,63.3,366.8,11.61,2.9341,-24.9,3.44,0,1,0
22.0,994.1,62.3,19.3,78.4,275.1,12.42,3.137,-31.3,0.65,0,2,1
29.7,997.7,65.5,19.7,73.2,412.6,14.68,3.6951,-52.5,0.01,1,11,2
26.8,1005.2,18.1,30.3,64.6,136.3,9.88,2.503,-38.9,0.72,0,8,1
28.0,993.9,15.8,13.3,84.8,155.1,15.4,3.8721,-58.3,7.31,1,10,2
27.5,1018.5,35.9,21.0,93.7,293.9,10.14,2.5669,-34.8,0.6,0,9,1
28.5,986.3,68.3,30.9,78.1,112.3,23.2,5.7459,-27.9,7.15,0,5,3
21.3,1002.5,32.2,2.0,60.9,670.6,17.44,4.3714,-39.5,0.42,0,12,0
23.5,1010.7,61.3,11.3,70.0,495.7,9.19,2.3288,-48.7,2.01,0,8,0
26.2,1027.0,83.1,35.0,70.0,149.6,22.82,5.6569,-57.3,0.08,1,10,2
20.9,1011.9,70.1,20.2,91.5,326.0,8.39,2.1284,-53.2,3.8,0,9,0
22.8,1014.4,47.5,25.3,62.3,629.1,16.92,4.2451,-20.0,0.47,0,2,0
30.1,975.5,30.6,37.2,84.0,354.8,10.36,2.6232,-42.9,10.98,1,11,2
26.3,1017.8,68.0,17.6,61.2,202.4,8.9,2.2563,-29.7,1.54,0,7,1
22.5,1008.7,45.9,19.3,68.5,465.8,8.86,2.2462,-26.3,1.91,0,4,0
26.3,1008.1,75.8,24.8,89.3,733.8,19.73,4.9226,-52.3,0.56,0,12,1
23.2,1002.5,38.4,14.8,70.5,275.1,24.39,6.0231,-44.4,2.94,0,12,1
27.6,1000.9,34.4,29.4,75.3,353.9,13.56,3.4189,-57.1,4.49,0,6,2
24.3,1028.3,50.1,19.8,91.6,311.1,8.88,2.2504,-29.7,1.22,0,12,0
26.3,1012.0,62.6,27.2,91.2,234.4,16.77,4.2079,-43.9,3.39,0,8,1
23.4,1018.6,29.9,7.1,83.8,373.8,11.84,2.9921,-35.6,0.42,0,8,0
21.6,1015.6,28.7,28.2,85.0,385.6,17.74,4.4437,-28.5,1.35,0,8,0
25.1,1017.6,53.4,14.5,65.4,265.6,15.68,3.9426,-53.4,0.96,0,12,0
26.6,990.7,57.7,16.3,87.7,206.2,16.19,4.0668,-20.0,1.23,0,5,2
27.7,1003.5,15.6,16.0,92.9,389.0,20.02,4.9929,-58.5,0.58,0,8,1
26.6,983.4,47.1,27.9,84.7,361.8,21.26,5.2885,-30.8,2.11,0,6,2
23.0,1008.8,32.6,23.8,83.2,655.6,16.68,4.1862,-26.8,1.81,0,3,0
24.5,1007.2,53.8,8.3,93.0,191.5,12.19,3.0783,-40.7,2.44,0,12,0
21.1,1006.8,30.6,39.9,90.2,634.6,18.41,4.6064,-29.2,2.23,0,9,0
27.1,1005.2,21.1,10.4,67.9,183.6,24.09,5.9534,-53.5,1.28,0,8,0
27.4,981.0,57.0,23.9,84.8,642.8,15.92,3.9998,-33.5,8.91,1,10,2
23.1,1002.5,44.7,4.3,79.9,195.7,16.13,4.0506,-25.3,1.94,0,4,1
31.7,1018.3,60.8,14.9,87.1,230.4,14.45,3.6398,-23.5,0.02,1,10,2
27.9,981.5,82.0,16.5,83.0,101.4,18.56,4.6419,-58.1,12.85,0,6,3
26.7,1009.9,50.5,24.5,84.7,284.7,9.08,2.302,-23.1,0.57,0,4,1
27.2,988.1,43.3,29.7,60.1,419.4,20.58,5.1257,-44.8,8.6,0,11,2
29.3,996.6,23.9,7.4,72.5,525.7,15.51,3.901,-22.6,8.3,0,5,2
27.2,1010.3,36.2,31.1,89.2,373.9,15.05,3.7875,-21.8,0.47,0,1,0
27.1,999.9,57.1,32.4,68.4,226.0,8.75,2.2196,-57.3,3.94,0,8,2
31.9,980.4,72.1,26.4,94.2,238.8,21.39,5.3187,-34.8,7.31,0,5,2
22.4,1006.9,18.1,20.1,61.4,152.0,19.01,4.7517,-20.2,0.09,0,3,0
26.3,1004.5,12.3,21.2,63.6,465.4,14.08,3.548,-58.1,3.22,0,2,1
20.4,1002.6,54.4,39.4,70.6,156.1,8.12,2.0592,-50.6,0.52,0,12,1
23.5,1000.5,44.7,25.1,75.4,327.2,17.49,4.3828,-28.5,0.29,0,1,0
24.1,1027.9,63.3,21.5,92.8,547.6,9.35,2.3687,-30.5,0.05,0,4,0
20.1,1006.2,64.4,19.2,75.9,523.8,10.26,2.5989,-32.2,0.9,0,2,0
29.6,987.6,61.5,37.3,81.8,88.2,18.55,4.6388,-28.1,0.3,0,5,3
27.8,970.3,55.9,39.8,61.2,544.5,18.0,4.5072,-21.0,2.7,0,5,2
28.5,1018.6,31.6,44.0,89.8,184.3,20.51,5.11,-43.8,2.97,0,10,2
20.3,1002.5,46.5,17.3,91.4,465.1,18.84,4.71,-28.5,3.15,0,3,0
22.6,1015.5,23.1,31.4,90.4,543.6,21.15,5.2627,-43.9,0.75,0,1,0
30.3,969.4,59.4,39.7,94.5,293.7,14.86,3.7413,-56.9,2.6,0,10,3
31.3,1005.0,13.1,57.7,86.8,319.2,8.63,2.1878,-46.9,11.52,0,10,2
23.8,1003.6,22.7,2.2,92.3,146.6,17.92,4.4881,-21.1,0.02,0,8,1
25.3,1017.3,61.2,30.0,85.1,392.2,19.8,4.9412,-30.2,0.1,0,3,0
27.6,1007.1,52.3,8.2,78.0,369.6,12.51,3.1582,-53.2,1.31,0,8,1
25.0,1004.2,44.0,24.9,74.2,277.0,20.3,5.0586,-53.8,0.65,0,12,1
21.2,1002.0,54.4,34.8,86.5,347.2,15.23,3.8312,-23.4,1.43,0,4,1
26.7,1010.6,35.5,5.1,86.0,355.7,24.84,6.1255,-32.7,0.12,0,8,0
27.6,1006.7,38.5,26.4,86.6,110.0,19.42,4.8502,-36.4,0.02,0,9,1
22.9,1029.8,60.5,13.8,73.3,554.5,11.4,2.8836,-34.6,1.22,0,4,0
23.4,990.9,36.9,8.2,89.7,466.4,8.18,2.0745,-24.4,2.35,0,1,1
31.8,983.0,58.6,27.7,91.4,214.0,17.97,4.4988,-41.5,0.73,0,10,2
27.1,1004.2,34.4,30.7,61.5,334.3,9.53,2.4145,-48.6,1.21,0,7,1
24.1,1013.6,36.5,44.7,89.2,197.9,20.71,5.1585,-28.5,0.53,0,4,0
21.1,1010.2,67.2,15.7,85.0,274.9,20.27,5.0538,-41.9,2.61,0,2,0
23.3,1007.3,65.7,10.3,63.5,430.9,11.38,2.8785,-38.0,5.17,0,12,0
23.8,1009.2,34.4,28.2,81.0,244.6,19.51,4.87,-38.9,2.82,0,8,0
21.2,1000.2,49.2,27.2,62.3,553.5,16.81,4.2181,-31.9,2.26,0,1,0
28.4,964.9,48.9,43.3,77.4,388.6,14.1,3.5519,-51.8,10.94,0,6,2
32.0,982.9,38.0,53.4,68.0,239.6,10.08,2.5524,-48.6,4.03,1,11,2
22.3,999.4,26.7,47.9,65.8,614.9,12.87,3.2489,-33.6,2.33,1,12,0
29.1,983.4,106.1,79.8,80.1,125.4,11.59,2.9307,-25.3,9.87,0,6,3
29.2,988.9,78.2,35.9,65.4,138.4,24.41,6.0277,-49.5,0.64,0,5,3
21.0,1010.2,56.0,16.6,74.3,205.1,11.78,2.9781,-21.1,0.61,0,9,0
27.9,997.5,15.9,18.5,62.3,517.2,10.62,2.6882,-23.0,1.29,0,4,1
22.0,998.8,29.1,29.1,64.2,148.8,10.87,2.7502,-40.2,5.95,0,9,1
20.6,1017.6,37.9,19.9,89.2,332.8,23.46,5.8067,-47.2,3.39,0,8,0
27.1,1011.9,70.1,50.3,83.0,130.0,17.49,4.384,-50.5,0.37,1,1,1
24.7,1006.1,54.1,3.6,60.3,486.1,15.74,3.9553,-39.8,1.13,0,4,0
23.7,1004.5,55.6,43.3,70.1,650.0,19.12,4.7779,-35.7,2.02,0,12,1
20.9,1027.2,55.0,16.4,92.6,417.1,21.62,5.3731,-58.8,3.41,0,1,0
24.3,1018.0,62.0,9.5,94.8,423.6,18.39,4.6009,-20.9,4.98,0,1,0
21.0,1021.0,41.0,6.0,67.1,531.7,9.49,2.4058,-56.6,0.07,0,12,0
22.7,1006.6,48.8,43.5,63.0,613.9,12.08,3.051,-57.5,1.9,0,3,0
25.4,1015.0,43.5,41.3,94.5,145.3,20.69,5.1535,-26.4,2.59,0,9,0
20.8,1004.8,39.0,28.8,73.9,558.4,15.75,3.9583,-37.9,1.7,0,2,0
20.0,998.6,41.3,22.6,78.3,410.8,15.24,3.8332,-34.0,9.31,1,1,0
27.3,986.5,44.3,29.0,78.0,204.1,22.87,5.6671,-52.4,4.2,0,5,2
21.2,1011.1,79.9,21.4,85.3,708.7,20.02,4.9921,-36.6,4.71,0,4,0
