rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,risk_level
31.33,24.22,1.31,5.94,0.055,57.1,270.4,38.3,57.6,16.6,7.41,1,0
17.52,24.41,0.73,5.86,0.062,46.4,175.5,20.3,77.8,16.4,7.26,1,0
56.07,70.5,2.34,5.12,-0.005,66.1,297.4,28.2,74.2,7.7,8.44,1,0
10.18,14.58,0.42,5.39,0.106,54.3,81.0,31.8,57.7,25.5,4.42,11,0
103.67,142.37,4.32,6.28,0.123,82.9,134.7,31.2,74.1,16.7,1.23,7,1
161.77,236.82,6.74,10.57,0.117,95.0,200.3,32.2,95.0,12.1,15.65,6,2
84.67,80.03,3.53,6.94,0.081,72.6,286.8,21.8,92.3,14.6,2.83,7,1
28.09,34.61,1.17,6.6,-0.018,69.0,333.7,20.4,68.0,17.3,4.46,2,0
242.27,197.82,10.09,10.89,0.189,95.0,114.7,22.4,95.0,11.8,13.38,7,2
59.59,57.73,2.48,3.68,0.027,74.4,132.6,38.5,69.9,12.7,3.55,2,0
16.19,16.7,0.67,2.91,-0.011,50.4,160.9,24.5,66.2,32.6,12.22,8,0
170.92,247.12,7.12,8.55,0.123,95.0,219.4,23.8,84.8,26.6,12.2,8,2
20.92,23.84,0.87,1.34,-0.028,66.4,206.4,25.3,60.6,27.9,5.7,2,0
161.52,232.88,6.73,8.88,0.054,95.0,151.6,28.5,88.2,28.0,3.56,6,2
127.4,183.73,5.31,7.4,0.138,87.4,273.6,20.6,95.0,9.0,8.8,9,2
94.92,136.41,3.96,5.1,0.052,72.7,363.0,22.4,77.8,14.0,10.98,10,1
49.44,60.08,2.06,2.07,-0.002,64.1,124.8,24.5,64.8,36.2,7.55,2,0
190.31,135.89,7.93,11.82,0.254,95.0,481.0,22.2,92.9,24.2,5.63,7,2
52.57,73.66,2.19,8.52,0.096,64.8,167.0,31.4,77.0,24.2,15.72,12,1
148.79,182.58,6.2,5.45,0.052,95.0,282.4,27.1,83.4,7.7,9.09,9,1
8.17,10.47,0.34,5.01,-0.002,49.0,182.4,35.5,63.2,19.6,8.26,1,0
22.52,17.71,0.94,8.24,0.026,55.3,395.4,20.6,67.6,23.8,13.15,10,0
9.87,12.9,0.41,5.77,0.001,59.3,115.0,33.3,70.5,19.6,6.07,11,0
51.91,47.98,2.16,8.41,0.023,72.4,227.6,23.6,67.4,12.8,10.78,11,1
29.2,32.2,1.22,3.92,0.032,53.6,174.2,32.1,73.2,10.2,20.87,12,0
27.3,37.8,1.14,3.16,0.007,63.3,233.4,21.3,76.7,20.2,4.32,3,0
99.67,113.97,4.15,8.2,0.091,79.6,194.5,29.9,76.1,13.2,2.68,8,1
248.91,227.97,10.37,8.92,0.185,95.0,255.4,26.5,95.0,24.0,8.52,8,2
51.28,76.26,2.14,3.85,0.03,64.7,49.0,32.0,88.0,31.4,1.95,4,1
45.12,62.6,1.88,4.03,0.059,71.3,186.9,19.7,81.8,16.1,3.83,4,0
54.44,51.88,2.27,5.24,0.014,76.9,196.9,24.7,80.5,25.4,6.06,4,1
197.91,244.95,8.25,6.57,0.152,95.0,49.1,26.5,89.9,11.9,10.77,8,2
94.57,100.77,3.94,4.79,0.013,72.6,325.5,29.3,83.7,8.1,5.65,12,0
34.44,35.77,1.44,5.71,0.015,54.2,219.1,30.9,57.4,14.9,4.88,5,0
67.86,94.93,2.83,9.1,0.098,63.6,295.2,34.4,91.7,34.5,3.17,11,1
17.25,21.37,0.72,2.49,-0.006,53.4,98.0,15.8,73.7,35.5,6.48,10,0
28.03,32.86,1.17,7.15,-0.029,53.4,164.1,21.5,76.2,27.6,7.15,5,0
9.49,12.29,0.4,5.78,-0.032,55.6,184.0,29.2,53.5,17.1,9.1,2,0
32.61,48.5,1.36,4.35,0.025,51.7,186.0,33.8,84.9,12.3,4.31,2,0
44.77,46.75,1.87,5.57,0.004,72.7,491.3,31.6,85.8,14.2,8.8,4,0
32.6,43.34,1.36,4.47,0.024,65.8,76.8,24.6,86.2,22.0,18.39,11,0
80.99,118.67,3.37,7.52,0.033,85.2,217.0,30.4,68.6,26.6,9.23,9,1
179.64,223.25,7.49,9.03,0.11,95.0,140.6,24.6,91.4,10.3,9.49,7,2
243.3,243.44,10.14,8.52,0.201,95.0,206.9,32.6,95.0,12.5,11.26,7,2
37.13,32.15,1.55,7.6,0.002,58.3,237.6,24.7,85.3,17.3,13.09,1,0
105.32,84.28,4.39,7.15,0.061,90.0,503.2,24.8,72.2,20.0,6.29,12,2
37.71,34.63,1.57,5.78,-0.069,69.6,202.7,23.5,86.1,27.5,2.63,5,0
92.66,109.26,3.86,4.5,0.044,71.6,149.0,27.9,95.0,21.5,7.47,4,0
58.8,75.85,2.45,2.14,-0.026,62.8,90.5,28.4,77.7,9.1,8.44,11,0
79.65,94.05,3.32,3.87,0.038,76.7,236.2,24.4,90.9,14.0,13.38,7,0
45.48,33.45,1.9,5.54,0.067,68.3,128.5,38.8,67.0,15.9,9.79,5,0
45.28,35.45,1.89,4.67,0.048,55.4,162.6,30.4,67.8,37.5,12.82,3,0
19.57,17.97,0.82,6.51,0.091,60.6,169.2,28.7,55.4,26.5,9.25,1,0
20.3,22.73,0.85,5.84,-0.03,65.5,53.7,21.9,72.8,28.6,8.85,7,0
38.51,27.7,1.6,7.34,0.06,59.0,280.4,24.0,85.2,22.0,6.12,5,0
12.51,11.14,0.52,7.62,0.005,54.8,428.5,24.9,76.1,45.6,13.92,2,0
158.57,157.04,6.61,9.43,0.183,95.0,182.6,25.6,95.0,14.8,7.46,9,2
54.03,76.53,2.25,8.23,0.062,64.7,49.0,22.9,68.6,26.9,8.87,3,1
218.04,175.76,9.09,9.87,0.163,95.0,54.9,28.3,95.0,12.6,2.07,9,2
96.26,113.46,4.01,5.25,0.085,86.0,70.8,28.9,95.0,23.5,8.53,6,1
78.43,68.5,3.27,8.39,0.12,66.5,35.6,22.9,92.3,18.7,9.87,6,1
201.6,166.79,8.4,3.99,0.079,95.0,341.6,21.6,93.6,26.5,9.69,6,1
74.22,84.53,3.09,4.73,0.064,74.0,144.8,26.6,91.6,20.8,7.4,8,0
16.22,17.14,0.68,2.02,-0.06,62.7,103.5,28.9,62.9,21.5,8.55,11,0
101.26,149.48,4.22,9.25,0.12,85.3,55.4,24.2,86.8,10.6,8.31,8,2
50.0,73.79,2.08,3.88,-0.03,73.2,92.3,23.0,68.7,16.9,4.52,3,0
65.51,55.65,2.73,5.6,0.015,68.9,203.9,23.3,74.2,20.4,6.89,5,0
349.25,372.67,14.55,11.92,0.359,95.0,90.8,27.8,95.0,11.5,5.89,7,2
119.53,151.1,4.98,8.76,0.147,92.6,172.8,15.6,93.1,29.7,2.44,8,2
165.46,227.08,6.89,11.52,0.189,95.0,195.5,32.9,93.1,28.5,12.47,9,2
21.36,28.18,0.89,3.61,0.06,65.8,279.7,30.2,62.0,12.1,3.88,5,0
105.04,136.76,4.38,8.85,0.087,84.2,150.3,23.6,78.0,15.7,9.46,6,1
65.9,58.62,2.75,4.58,0.019,70.1,138.4,24.4,89.6,33.5,10.39,1,0
30.19,27.16,1.26,6.4,0.061,60.5,185.9,16.9,59.0,20.0,0.54,6,1
25.06,32.83,1.04,6.22,0.03,66.0,112.5,27.1,62.3,14.6,17.73,11,0
29.52,30.71,1.23,9.11,0.074,68.9,100.5,18.2,80.9,8.0,7.96,3,0
51.51,45.34,2.15,3.59,0.025,66.3,86.2,32.2,81.3,24.6,12.72,11,0
60.43,85.48,2.52,8.12,0.096,69.1,140.1,32.9,69.4,16.9,13.78,11,1
64.88,49.2,2.7,6.54,0.133,77.1,95.7,29.3,76.0,28.4,4.99,7,1
14.32,12.76,0.6,5.29,0.08,53.5,296.3,23.5,79.2,8.6,1.37,11,0
48.91,72.86,2.04,6.53,-0.033,62.2,52.8,23.1,67.0,27.2,2.01,5,1
54.67,59.8,2.28,9.1,0.071,71.8,235.4,31.6,81.8,32.7,10.17,7,1
41.19,37.38,1.72,5.93,0.018,54.5,301.0,27.8,63.4,22.5,11.7,11,0
57.93,84.03,2.41,3.65,0.065,66.0,169.2,26.3,67.2,24.7,7.0,12,0
44.71,61.21,1.86,6.47,-0.017,61.0,169.2,33.7,74.1,29.5,6.77,5,0
32.29,23.59,1.35,4.74,0.007,51.6,258.0,28.1,80.5,17.0,7.5,4,0
56.5,67.61,2.35,10.94,0.13,60.8,204.1,29.8,77.7,25.7,4.56,5,1
100.69,121.11,4.2,4.02,0.073,80.7,212.4,23.1,95.0,15.4,9.39,6,1
69.73,79.17,2.91,9.61,0.078,70.7,93.5,27.9,87.0,48.3,7.9,3,1
301.97,408.59,12.58,13.83,0.28,95.0,283.0,28.8,95.0,16.0,5.82,7,2
85.63,74.52,3.57,3.92,0.06,76.8,94.6,28.1,73.4,25.6,8.56,2,0
30.56,38.89,1.27,4.64,0.012,57.1,212.2,34.1,71.8,14.6,7.95,6,0
175.77,211.71,7.32,10.72,0.13,95.0,92.4,29.0,95.0,25.3,7.03,7,2
26.13,28.1,1.09,7.71,0.131,58.0,267.5,29.9,74.4,29.6,3.59,5,0
30.88,43.05,1.29,5.54,0.066,54.0,122.7,21.3,74.2,24.8,6.8,1,0
97.07,118.9,4.04,8.2,0.012,83.4,98.6,36.1,92.2,19.3,10.4,4,1
160.67,226.78,6.69,8.59,0.082,95.0,248.0,26.6,95.0,13.7,4.94,8,2
14.09,11.13,0.59,6.03,0.008,61.9,185.5,25.7,79.1,27.2,12.04,2,0
104.43,106.23,4.35,9.56,0.067,76.6,187.6,25.3,89.8,24.9,13.65,4,1
73.57,100.8,3.07,4.49,0.049,76.3,150.5,30.6,66.4,20.2,5.35,8,0
46.52,61.56,1.94,4.92,0.074,59.2,119.6,34.4,75.3,31.9,10.17,5,0
173.85,244.26,7.24,9.35,0.153,95.0,158.7,33.2,95.0,27.8,8.61,6,2
35.39,33.34,1.47,8.55,0.026,59.9,67.2,20.9,63.0,25.9,16.17,12,0
45.71,33.88,1.9,5.87,0.023,63.3,144.0,29.1,87.1,8.9,6.92,1,0
80.25,109.43,3.34,5.31,0.09,70.6,71.1,32.3,85.4,46.9,3.88,4,1
205.33,226.85,8.56,7.63,0.099,95.0,72.5,27.1,95.0,24.8,5.82,9,2
21.39,25.47,0.89,1.72,-0.036,65.4,311.6,25.0,82.3,35.4,11.55,11,0
171.56,122.63,7.15,6.61,0.176,95.0,255.2,26.8,95.0,13.5,4.98,9,1
133.49,145.95,5.56,9.06,0.076,87.3,330.1,26.0,95.0,16.7,5.18,8,2
261.51,279.03,10.9,14.63,0.281,95.0,194.5,16.1,95.0,42.2,5.11,6,2
16.37,16.51,0.68,8.05,0.016,56.2,133.3,32.0,58.9,15.7,8.08,1,0
77.49,99.53,3.23,7.58,-0.009,82.4,305.9,29.9,80.5,19.0,6.0,9,1
233.02,303.52,9.71,9.29,0.249,95.0,324.6,28.0,95.0,28.6,5.79,7,2
37.98,51.22,1.58,4.75,0.008,61.0,186.0,35.0,68.4,18.7,3.87,1,0
67.59,64.37,2.82,3.96,0.028,76.8,198.9,28.6,82.9,15.2,11.97,2,0
51.18,59.38,2.13,4.87,0.089,57.9,201.4,31.6,66.1,17.0,4.89,12,0
53.01,71.98,2.21,3.84,-0.027,63.3,196.5,32.2,86.7,11.7,3.36,11,0
77.62,84.25,3.23,8.37,0.041,73.8,272.9,23.9,76.0,19.7,2.66,9,1
34.16,31.49,1.42,6.42,0.046,57.9,209.0,27.1,72.1,25.7,6.9,2,0
283.36,314.31,11.81,9.19,0.233,95.0,90.8,30.9,95.0,24.5,7.93,8,2
246.54,242.82,10.27,10.69,0.302,95.0,71.5,28.8,95.0,28.1,8.6,6,2
67.08,59.93,2.79,7.2,0.082,74.5,122.7,27.4,88.7,25.1,12.83,3,1
12.82,9.41,0.53,4.19,-0.049,58.2,194.4,28.9,63.8,25.5,11.17,1,0
62.7,86.76,2.61,7.41,-0.009,68.9,275.7,29.8,83.0,17.3,1.57,11,1
11.02,9.65,0.46,3.94,0.016,47.7,49.6,39.4,78.2,30.3,17.43,4,0
65.41,82.32,2.73,5.64,0.059,68.1,164.4,24.2,75.3,28.6,9.99,11,0
59.15,59.57,2.46,5.78,0.039,70.4,42.2,32.1,79.3,15.1,10.39,10,1
51.74,62.3,2.16,7.37,0.089,60.3,32.2,27.4,66.1,33.0,7.37,4,1
26.27,38.25,1.09,8.68,0.045,49.3,377.9,22.7,57.6,22.4,3.89,1,0
56.6,50.71,2.36,3.4,0.033,70.8,94.9,29.1,73.3,22.0,7.9,8,0
49.85,35.96,2.08,6.87,0.086,74.3,96.9,28.7,82.9,34.0,4.52,12,0
46.24,57.18,1.93,8.43,0.044,66.8,111.2,25.6,67.4,22.5,5.14,2,0
210.88,231.65,8.79,11.51,0.172,95.0,195.2,29.3,95.0,8.4,10.51,7,2
110.06,97.0,4.59,4.25,0.085,78.2,223.8,25.7,86.7,17.6,8.96,9,1
73.85,77.78,3.08,6.25,0.045,70.6,36.3,16.0,88.4,8.7,6.68,7,1
251.62,362.61,10.48,8.44,0.247,95.0,123.6,24.9,95.0,8.6,6.44,8,2
32.41,48.07,1.35,2.12,-0.013,55.8,213.0,24.8,72.8,23.5,9.74,2,0
76.09,62.84,3.17,6.19,0.021,84.0,211.4,28.5,71.5,11.6,9.16,7,1
53.73,77.96,2.24,10.06,0.088,75.8,148.4,26.1,63.9,17.4,12.39,10,1
274.3,387.82,11.43,9.37,0.203,95.0,356.9,34.7,95.0,18.3,3.29,9,2
101.67,100.67,4.24,8.6,0.041,83.9,275.3,28.7,75.0,20.4,11.78,5,1
30.33,44.38,1.26,8.84,0.056,62.6,94.5,25.2,74.5,16.6,3.89,3,0
52.48,65.96,2.19,9.41,0.086,71.4,189.5,26.1,67.1,20.7,13.67,1,1
125.58,186.73,5.23,9.94,0.112,88.8,130.7,23.1,80.9,16.7,6.88,9,2
37.51,33.25,1.56,8.68,0.089,67.4,184.8,29.7,76.8,26.0,6.53,4,0
29.91,42.78,1.25,6.52,0.072,50.3,134.0,25.0,56.9,9.2,4.94,2,0
55.64,64.07,2.32,6.7,0.139,76.9,203.4,27.3,73.1,25.8,12.04,5,1
175.4,261.27,7.31,11.37,0.184,95.0,190.5,24.2,93.5,32.4,9.94,8,2
72.92,99.47,3.04,4.33,0.047,64.6,374.3,30.9,72.1,28.0,5.9,1,0
30.74,25.07,1.28,4.97,-0.014,58.2,256.6,24.9,71.1,30.7,2.34,1,0
42.46,39.39,1.77,5.84,0.081,65.3,282.9,24.7,63.0,18.8,11.19,12,0
48.17,57.86,2.01,5.86,0.05,59.3,144.1,24.9,60.9,23.3,12.17,2,0
14.81,19.81,0.62,2.43,0.009,55.2,187.9,28.3,62.3,16.8,6.19,5,0
170.04,187.16,7.08,7.68,0.188,95.0,227.9,27.7,95.0,24.3,8.82,8,2
77.2,99.79,3.22,7.9,0.037,75.9,158.4,28.7,70.9,16.7,11.93,10,1
36.55,25.8,1.52,4.27,0.049,70.6,221.8,20.0,75.9,13.8,8.97,9,0
55.57,49.34,2.32,4.49,0.085,65.8,158.3,28.9,87.1,13.0,10.43,5,0
106.42,119.45,4.43,5.27,0.064,95.0,314.0,31.5,95.0,14.9,9.28,9,1
125.94,181.88,5.25,7.83,0.046,86.1,130.3,27.2,83.8,26.5,17.5,3,2
64.58,79.86,2.69,7.11,0.052,67.7,32.7,33.6,90.5,41.6,9.43,4,1
19.79,21.69,0.82,3.67,0.023,49.0,211.7,30.8,56.1,31.9,11.5,12,0
69.22,75.16,2.88,2.01,-0.012,81.3,181.3,28.0,79.0,11.4,15.75,2,0
33.49,39.79,1.4,6.14,-0.005,57.0,184.0,29.3,66.9,44.1,6.54,10,0
43.91,54.83,1.83,9.03,0.123,69.4,108.5,34.8,75.2,34.7,9.59,2,0
28.84,41.57,1.2,5.43,0.02,64.0,169.8,32.9,82.2,15.7,6.06,3,0
11.76,13.55,0.49,3.32,0.031,53.1,236.6,30.7,80.5,34.7,3.89,5,0
26.41,19.28,1.1,6.72,0.004,52.8,198.7,29.9,69.7,19.7,8.86,3,0
142.31,192.69,5.93,8.2,0.122,88.5,236.0,26.5,95.0,24.5,8.94,8,2
155.67,109.39,6.49,5.16,0.082,95.0,185.9,29.2,95.0,27.1,3.77,9,1
19.28,17.9,0.8,5.96,0.035,58.9,135.3,31.1,54.7,15.5,4.77,2,0
65.34,69.86,2.72,9.37,0.072,72.1,137.6,33.3,83.6,19.5,9.91,1,1
190.29,174.45,7.93,9.75,0.134,95.0,98.6,28.4,95.0,12.5,6.46,9,2
31.36,39.83,1.31,7.78,0.012,66.0,124.0,36.2,70.0,25.2,1.16,2,1
73.45,109.34,3.06,8.38,0.102,78.4,220.9,27.5,91.6,22.9,10.43,3,1
28.53,28.44,1.19,3.46,0.037,69.1,288.5,27.1,85.6,19.5,3.9,5,0
46.06,58.83,1.92,4.25,0.012,60.5,325.6,32.5,79.9,19.3,10.39,10,0
49.05,39.13,2.04,6.46,0.062,65.4,88.4,21.3,86.4,9.4,8.76,2,0
41.66,59.13,1.74,6.36,0.0,72.1,81.5,34.0,84.2,22.4,8.04,2,0
35.11,31.82,1.46,2.22,-0.009,60.7,176.1,32.2,71.9,45.5,11.57,4,0
28.03,33.17,1.17,7.12,0.128,59.2,110.7,33.5,59.1,27.8,3.35,4,0
74.73,78.56,3.11,8.28,0.063,65.8,187.2,29.9,69.8,25.7,11.05,3,1
4.16,3.16,0.17,3.43,0.004,47.7,172.4,25.9,61.3,29.4,7.72,10,0
154.95,168.74,6.46,9.04,0.109,94.1,158.0,34.4,92.1,22.7,10.27,7,2
32.01,28.65,1.33,7.9,0.007,57.5,160.3,27.8,59.6,25.1,4.8,1,0
64.56,67.09,2.69,2.98,0.037,68.9,76.1,31.4,75.1,12.7,7.32,5,0
51.91,67.16,2.16,6.4,0.011,62.9,59.5,26.7,88.0,8.9,9.46,4,1
24.13,19.81,1.01,7.25,0.016,58.8,121.7,34.5,62.8,21.0,10.65,12,0
71.22,84.04,2.97,3.05,-0.016,64.4,236.2,33.4,66.2,29.6,4.61,7,0
85.45,103.82,3.56,8.0,0.119,79.1,178.5,24.6,95.0,16.5,15.97,1,1
81.76,120.37,3.41,10.14,0.099,77.9,71.2,24.4,76.1,32.7,8.31,3,1
188.22,163.06,7.84,10.96,0.237,95.0,221.9,27.6,95.0,24.9,9.29,9,2
267.77,279.29,11.16,13.22,0.25,95.0,117.8,30.1,95.0,21.1,2.02,6,2
219.92,180.63,9.16,10.57,0.215,95.0,251.9,31.2,95.0,59.5,13.25,7,2
53.16,72.93,2.21,10.64,0.119,70.3,331.9,20.2,67.1,18.1,6.42,12,1
50.54,46.09,2.11,1.88,-0.024,61.7,621.8,29.4,86.2,32.2,11.37,11,0
77.5,87.83,3.23,4.98,0.042,71.6,126.8,35.1,69.0,15.1,8.61,10,0
31.56,42.26,1.31,2.58,0.012,55.1,240.9,23.5,84.4,14.3,14.13,5,0
33.94,48.35,1.41,4.5,0.048,62.0,175.9,35.2,65.5,43.2,7.21,12,0
34.54,41.88,1.44,8.24,0.024,55.4,417.8,24.1,80.5,21.6,3.44,11,0
294.79,250.29,12.28,12.66,0.213,95.0,98.0,29.9,95.0,11.4,10.28,6,2
52.65,56.91,2.19,10.95,0.126,58.6,277.7,24.8,69.0,20.9,18.54,10,1
14.78,15.81,0.62,2.81,0.025,58.6,64.6,28.9,63.4,10.8,9.86,10,0
69.48,78.5,2.89,7.81,0.064,78.5,307.1,25.9,93.8,24.4,10.54,11,1
25.21,29.61,1.05,6.21,0.039,50.6,128.5,26.9,83.6,26.9,5.69,3,0
33.71,24.83,1.4,7.37,-0.013,65.5,111.7,31.9,78.8,22.6,12.87,1,0
31.6,33.25,1.32,6.18,0.077,51.5,129.6,32.4,57.9,64.4,3.05,1,0
143.07,136.15,5.96,9.74,0.164,95.0,134.3,33.2,95.0,25.9,3.6,8,2
256.07,331.35,10.67,8.64,0.256,95.0,278.2,28.2,95.0,29.1,10.88,9,2
21.28,15.19,0.89,4.88,0.04,64.0,101.8,25.9,69.3,21.8,9.94,10,0
9.83,8.16,0.41,7.13,-0.007,56.9,219.5,27.0,61.4,23.6,14.47,2,0
154.28,137.92,6.43,8.46,0.121,95.0,145.0,29.2,95.0,34.5,10.59,8,2
118.86,167.77,4.95,7.89,0.054,79.9,184.2,26.3,87.8,19.6,11.0,9,1
6.64,8.67,0.28,2.21,0.006,61.9,126.8,30.3,62.2,24.6,9.8,10,0
19.85,24.29,0.83,3.27,-0.011,58.4,229.7,27.6,60.0,16.0,2.97,2,0
26.88,21.44,1.12,5.35,0.025,63.7,137.2,23.6,73.1,23.1,7.88,5,0
77.11,83.74,3.21,6.4,0.069,81.6,152.5,30.3,72.6,16.7,15.36,6,1
50.09,46.83,2.09,6.76,0.046,69.7,468.3,18.6,88.5,18.7,9.17,6,0
161.44,147.81,6.73,10.94,0.223,95.0,288.8,23.1,95.0,28.6,4.26,6,2
66.41,50.26,2.77,5.96,0.04,64.7,102.1,31.2,87.9,21.1,4.33,6,0
33.16,47.63,1.38,5.92,0.002,54.0,274.4,26.5,82.3,33.2,5.1,4,0
71.37,72.82,2.97,3.3,0.034,64.1,305.2,30.0,92.1,23.0,11.77,3,0
30.42,37.05,1.27,8.73,0.039,56.2,44.6,28.0,59.0,16.3,5.01,4,1
89.66,89.1,3.74,6.44,0.067,71.1,349.5,33.6,70.0,23.0,13.69,9,1
44.15,61.72,1.84,6.97,0.07,69.1,55.6,27.9,75.2,24.1,13.08,4,0
63.19,90.8,2.63,8.83,0.063,77.2,300.3,24.9,76.8,16.9,9.8,12,1
71.28,106.09,2.97,6.83,0.109,74.3,148.7,28.4,85.1,39.5,2.1,7,1
47.11,63.71,1.96,6.77,0.042,73.8,348.6,34.7,68.4,11.8,12.78,10,0
32.57,48.38,1.36,8.96,0.107,61.7,275.3,28.2,61.4,8.4,9.97,10,0
68.01,101.05,2.83,9.69,0.157,70.3,581.8,30.0,64.9,11.5,2.08,1,1
32.43,38.31,1.35,8.75,0.032,57.7,128.7,22.3,66.6,13.1,6.09,3,0
35.14,46.51,1.46,3.83,0.012,63.7,148.5,24.2,70.5,14.3,9.25,10,0
21.8,24.24,0.91,7.18,0.009,63.7,169.6,25.6,69.3,54.0,10.79,10,0
16.53,23.36,0.69,8.03,0.016,57.6,138.1,39.2,68.8,20.5,8.28,12,0
72.82,64.34,3.03,5.19,0.094,78.6,164.5,29.0,87.0,21.1,11.11,2,1
363.95,304.59,15.16,14.58,0.317,95.0,93.9,28.1,95.0,21.8,10.66,6,2
46.71,39.25,1.95,8.89,0.091,65.2,135.1,32.5,63.8,26.7,6.75,2,0
44.37,51.84,1.85,6.53,0.063,70.8,176.2,24.7,66.8,23.0,12.67,1,0
26.25,31.41,1.09,7.89,0.055,49.4,164.9,30.4,56.8,20.1,8.28,11,0
48.36,63.94,2.01,3.84,0.026,76.0,49.6,33.5,72.8,22.5,8.67,7,0
44.45,52.87,1.85,6.03,0.12,67.5,236.6,26.8,60.8,29.0,7.5,11,0
46.45,44.53,1.94,8.42,0.071,62.9,167.9,35.1,88.7,8.2,10.01,1,0
90.28,91.25,3.76,6.42,0.075,80.0,167.7,24.8,95.0,12.9,11.69,8,1
148.29,121.26,6.18,5.92,0.127,95.0,336.5,31.7,92.8,43.5,16.12,8,1
83.91,114.58,3.5,10.41,0.161,76.1,182.0,29.1,69.8,31.1,8.1,2,1
18.27,21.37,0.76,2.67,0.02,57.9,121.9,24.2,57.6,25.6,12.83,2,0
44.46,32.0,1.85,8.12,0.029,56.4,183.4,25.4,87.3,16.8,12.02,12,0
56.73,80.22,2.36,2.89,0.007,60.9,226.1,33.3,87.9,25.0,16.05,1,0
119.27,147.45,4.97,12.13,0.197,81.6,109.9,29.6,95.0,27.7,6.17,7,2
20.56,25.16,0.86,7.58,0.015,62.8,319.1,28.7,71.6,24.8,7.66,3,0
53.97,44.56,2.25,7.15,0.102,77.3,66.9,23.7,89.4,32.6,7.7,5,1
16.93,12.82,0.71,6.96,-0.015,58.1,337.3,30.4,68.6,33.9,10.92,11,0
41.08,49.19,1.71,4.54,0.027,58.6,206.3,23.0,59.3,18.2,9.6,11,0
209.26,283.76,8.72,9.9,0.179,95.0,355.8,29.6,95.0,22.7,5.32,9,2
285.33,374.62,11.89,13.15,0.28,95.0,131.4,30.0,95.0,31.9,9.08,7,2
65.9,89.67,2.75,4.97,0.0,79.2,62.4,23.5,87.5,11.7,7.16,8,0
31.61,44.31,1.32,3.68,0.044,69.7,91.4,31.9,74.1,8.5,8.09,2,0
62.09,62.39,2.59,9.21,0.067,76.6,126.0,28.7,72.0,19.9,10.74,12,1
42.64,55.68,1.78,3.26,0.005,66.3,287.5,26.7,83.6,24.5,6.29,4,0
41.02,33.34,1.71,8.98,0.046,64.1,170.8,38.5,75.3,35.2,6.21,1,0
28.88,41.71,1.2,3.08,-0.093,61.0,200.4,26.4,73.5,10.1,3.28,12,0
61.57,69.99,2.57,9.62,0.078,67.6,207.8,29.8,69.4,13.7,7.08,10,1
29.12,21.92,1.21,9.69,0.084,63.2,123.5,31.0,57.2,38.5,10.54,4,0
50.22,72.67,2.09,6.77,0.012,57.5,349.5,23.4,62.3,30.7,6.85,3,0
5.24,5.15,0.22,-0.12,-0.09,52.9,185.3,27.6,51.1,21.0,3.65,3,0
438.55,583.72,18.27,13.84,0.317,95.0,274.7,23.1,95.0,41.3,4.25,6,2
216.24,276.1,9.01,10.63,0.185,95.0,326.5,30.0,95.0,16.4,6.69,6,2
147.86,196.53,6.16,7.35,0.139,95.0,149.1,32.5,95.0,42.7,9.11,4,2
34.7,45.78,1.45,6.48,0.05,59.4,187.7,27.7,77.9,18.3,11.42,2,0
43.62,41.19,1.82,3.78,0.018,74.4,47.6,22.6,69.3,12.9,7.94,3,0
30.64,43.16,1.28,7.41,0.004,61.2,291.6,26.2,82.5,12.2,7.79,6,0
23.48,29.48,0.98,3.19,-0.046,48.4,262.5,32.9,58.8,27.7,12.45,1,0
31.05,36.94,1.29,7.76,0.058,63.6,111.1,31.0,58.6,17.4,14.05,2,0
147.3,104.26,6.14,9.99,0.138,95.0,158.2,23.1,95.0,33.3,5.29,7,2
61.13,74.7,2.55,7.69,0.073,61.7,239.9,32.6,87.5,19.5,6.73,1,1
52.06,66.23,2.17,6.58,0.004,62.7,132.6,27.4,75.3,45.7,6.47,11,0
28.81,24.77,1.2,5.68,0.014,57.0,157.0,28.8,64.6,20.8,10.05,10,0
14.14,16.51,0.59,5.89,0.013,54.9,234.0,34.1,64.9,9.0,11.84,10,0
41.01,57.11,1.71,8.26,0.025,60.7,113.7,36.4,64.7,22.4,8.61,11,0
16.11,11.46,0.67,7.71,0.055,50.5,194.0,30.6,72.2,21.6,8.86,5,0
38.08,40.7,1.59,5.68,0.036,65.3,144.2,28.5,67.1,7.7,9.21,4,0
5.04,6.48,0.21,4.71,0.051,44.0,312.1,26.2,53.8,11.1,2.87,2,0
145.71,160.39,6.07,7.61,0.146,95.0,205.8,33.2,95.0,25.4,12.92,7,2
77.76,61.31,3.24,5.2,0.079,74.9,228.7,28.3,69.9,30.4,3.18,6,1
33.97,34.32,1.42,5.69,0.015,60.3,497.6,23.9,58.8,36.0,4.91,12,0
76.55,96.89,3.19,4.24,0.076,71.1,395.8,34.3,87.8,35.1,9.04,7,0
165.27,234.22,6.89,5.83,0.123,95.0,142.9,27.0,87.8,13.2,11.48,8,1
203.09,174.03,8.46,12.97,0.21,95.0,81.0,22.5,95.0,37.5,7.69,7,2
169.46,183.02,7.06,8.54,0.175,95.0,138.0,26.8,88.4,27.2,13.83,6,2
