temperature_c,temp_max_c,temp_min_c,temp_trend,humidity_percent,heat_index,wind_speed_kmh,uv_index,consecutive_hot_days,urban_area,soil_moisture_percent,cloud_cover_percent,previous_heatwave_30d,month,risk_level
29.9,34.0,23.8,0,77.9,34.7,16.8,3.6,2,1,48.8,49.5,0,6,0
26.1,28.7,19.9,1,89.9,26.1,32.7,3.4,1,0,44.1,60.4,0,11,0
30.0,30.0,23.5,1,85.5,35.1,33.6,4.9,1,1,56.5,92.2,0,8,0
36.8,36.4,30.2,1,63.9,40.8,28.2,4.7,6,1,42.3,79.6,0,4,1
43.5,48.5,34.2,1,50.5,51.7,30.0,8.7,4,1,43.5,80.0,1,5,3
24.6,32.0,20.0,0,94.4,24.6,28.5,1.5,0,0,53.2,28.1,0,9,0
23.8,24.3,13.8,0,81.7,22.4,20.5,1.1,1,1,53.9,9.7,0,2,0
39.5,45.2,30.0,1,71.5,48.7,27.9,7.5,3,0,44.2,73.1,0,8,2
34.3,38.9,26.4,1,73.2,40.3,23.0,4.7,2,1,52.8,75.2,1,1,0
19.8,23.6,13.9,-1,87.2,19.8,37.6,2.5,0,0,57.8,86.6,0,8,0
20.4,24.9,13.3,0,95.0,20.4,19.4,2.0,0,0,68.3,97.8,0,11,0
22.0,25.7,15.3,0,91.8,22.0,45.2,0.8,1,0,49.3,17.4,0,3,0
46.2,50.4,40.0,0,64.3,56.0,31.7,8.2,1,1,25.5,62.7,0,6,2
50.0,57.9,42.0,0,52.0,59.4,13.2,9.7,2,0,20.9,12.8,1,6,3
33.0,39.2,27.4,0,78.0,40.4,28.4,3.6,1,0,38.0,27.1,0,4,0
51.2,53.2,44.2,1,53.4,61.4,25.9,7.9,1,1,21.3,1.7,0,7,2
28.8,33.2,22.7,0,87.9,29.5,27.7,2.5,2,1,41.7,93.4,1,4,0
42.3,43.8,31.9,1,61.7,49.8,68.8,5.6,3,1,33.7,38.7,0,6,2
49.1,51.9,40.5,-1,44.8,57.0,58.3,8.9,5,0,37.8,64.6,1,6,3
40.4,44.6,32.1,1,66.6,48.9,26.1,5.9,0,1,47.4,26.0,0,9,1
18.5,21.0,10.3,1,95.0,17.9,12.1,0.3,2,1,52.6,71.7,0,9,0
36.5,43.0,29.2,-1,75.7,45.1,31.9,5.9,4,0,42.2,67.5,1,4,1
27.3,30.5,18.6,-1,74.6,32.2,20.8,2.1,1,0,44.4,35.5,0,1,0
28.9,34.4,23.6,1,82.1,35.0,14.0,2.9,1,0,46.4,16.9,0,12,0
39.8,45.6,35.2,1,64.9,48.2,21.8,6.1,3,0,35.9,30.5,0,6,2
15.0,17.6,10.8,1,93.7,15.0,24.8,0.0,0,0,74.0,5.1,0,2,0
33.9,38.7,30.1,0,65.5,40.4,12.1,3.8,0,0,48.5,35.0,1,2,0
19.5,22.1,13.6,-1,95.0,19.5,22.4,0.7,2,0,53.2,51.3,0,12,0
24.7,26.7,13.8,1,95.0,25.0,43.5,4.0,1,1,58.5,28.0,0,12,0
15.0,23.0,9.9,1,93.0,15.0,15.5,1.0,0,0,57.6,35.7,0,8,0
36.9,44.8,33.8,-1,64.4,44.3,24.9,5.7,5,0,40.8,11.8,0,4,1
34.5,41.4,25.4,0,70.2,41.7,17.1,5.3,4,0,53.8,6.1,0,7,1
30.1,34.3,23.8,1,79.0,36.5,27.2,4.1,0,0,56.2,50.3,0,12,0
35.7,39.2,29.5,0,77.2,44.8,15.5,5.7,1,1,49.0,10.7,0,4,0
41.5,43.8,34.9,1,56.7,48.4,21.8,5.3,3,1,45.3,70.7,0,1,1
26.7,33.7,21.8,1,91.0,26.7,26.3,4.8,0,0,48.7,8.1,0,1,0
37.9,40.5,34.9,0,58.6,44.9,12.6,5.3,2,0,41.7,75.6,1,6,1
37.1,37.2,27.6,1,66.4,43.1,34.0,6.1,1,1,46.7,87.4,0,6,1
45.3,49.7,38.0,1,48.9,52.9,28.2,7.8,4,0,43.4,54.8,1,6,3
35.0,40.7,25.8,1,64.4,41.8,43.0,5.6,3,0,51.4,73.7,0,12,1
24.4,28.3,18.4,-1,88.6,24.4,31.7,2.6,1,0,55.1,41.2,0,9,0
40.1,43.5,29.8,-1,71.2,48.0,29.3,5.0,1,1,48.6,18.1,0,9,1
19.9,23.6,11.7,1,95.0,20.9,12.6,0.7,0,1,69.4,39.0,0,12,0
17.2,22.9,7.7,0,93.7,17.2,13.4,1.5,1,0,61.6,35.9,0,3,0
24.1,29.2,17.5,1,82.3,24.1,21.9,2.7,0,0,48.6,79.0,0,1,0
29.9,34.6,20.7,0,79.3,36.3,25.3,3.7,3,0,43.9,82.8,0,5,0
18.3,20.3,10.5,1,95.0,16.0,11.3,0.2,0,1,53.0,82.4,0,8,0
34.0,36.8,30.6,-1,70.3,41.1,7.3,6.0,1,0,38.3,57.3,0,6,0
16.9,21.8,10.9,-1,92.1,16.9,39.6,1.8,1,0,69.8,91.4,0,11,0
52.7,54.5,43.7,1,52.1,60.6,31.0,9.2,3,1,32.8,55.3,1,6,3
26.0,28.8,14.7,1,78.1,24.6,25.2,2.3,0,1,53.7,5.2,0,11,0
21.8,23.0,13.6,1,89.0,21.4,31.1,0.4,3,1,50.6,20.7,0,8,0
15.7,21.5,7.2,1,95.0,15.7,30.5,0.4,2,0,58.7,1.8,0,3,0
15.0,22.8,7.8,-1,95.0,15.0,26.0,0.0,0,0,61.6,79.0,0,12,0
38.7,39.6,33.7,0,74.2,48.2,40.6,5.5,1,1,45.7,16.8,0,3,1
40.8,47.2,37.6,0,58.0,48.5,20.0,5.5,1,0,46.2,4.2,1,7,1
40.2,43.9,33.9,1,56.6,47.6,29.1,7.9,1,0,33.9,72.8,0,5,1
18.0,22.6,10.2,-1,95.0,16.8,48.9,1.1,1,1,52.4,83.0,0,10,0
23.3,27.2,13.4,0,81.3,23.3,41.4,1.9,2,0,60.2,84.2,0,1,0
21.7,28.6,17.9,1,88.7,21.7,19.9,2.8,0,0,67.4,67.0,0,3,0
32.5,38.3,22.9,1,79.4,39.2,29.6,3.5,0,1,53.3,52.3,1,8,0
32.9,34.7,25.9,-1,69.5,38.6,22.0,4.5,6,1,44.9,0.5,0,7,1
39.4,42.9,29.5,0,56.4,46.5,15.0,7.6,3,0,32.7,59.1,1,4,2
18.9,23.7,12.1,1,91.8,18.9,19.0,0.3,0,0,62.0,44.0,0,8,0
44.9,44.1,37.3,1,63.5,51.6,7.4,6.1,6,1,37.2,44.7,0,5,3
21.9,23.1,15.4,1,91.3,20.6,7.4,1.0,0,1,54.3,27.2,1,10,0
36.7,35.8,27.6,1,68.4,41.6,22.1,5.2,4,1,42.7,59.0,0,4,1
28.5,30.7,22.3,-1,80.5,34.3,50.7,3.4,0,0,54.3,8.3,0,10,0
27.4,32.2,18.6,0,76.3,26.9,14.6,1.8,1,1,62.0,57.1,0,9,0
45.3,49.7,39.7,0,63.1,55.2,27.2,6.7,1,1,42.3,21.2,1,5,2
20.8,26.7,11.9,1,85.7,20.8,25.2,2.4,3,0,68.6,89.9,0,10,0
27.8,32.6,16.8,-1,76.4,27.2,25.7,2.6,2,1,48.5,8.9,0,8,0
39.7,44.8,33.9,1,59.7,47.4,32.2,5.7,3,0,36.0,36.0,0,7,1
30.0,34.0,20.9,1,75.3,36.1,41.0,5.0,1,0,52.8,58.0,0,11,0
36.9,40.0,29.1,-1,65.5,43.6,16.9,4.7,0,1,44.0,24.2,0,8,0
25.5,29.7,14.6,1,84.0,23.8,19.0,2.8,1,1,47.6,32.5,0,9,0
30.3,38.0,23.4,-1,70.3,36.1,81.0,4.6,2,0,50.2,53.2,1,6,0
17.6,24.9,9.9,1,95.0,17.6,30.0,2.5,2,0,58.9,53.8,0,9,0
22.4,26.5,15.8,-1,94.9,22.4,16.0,3.5,0,0,52.0,98.6,0,12,0
47.2,50.4,39.9,1,48.5,53.8,32.4,6.7,2,1,38.2,2.8,0,2,2
27.7,31.8,19.2,-1,87.2,25.8,27.5,2.6,0,1,57.1,77.5,0,10,0
38.9,39.7,31.1,-1,69.1,44.6,15.6,6.5,1,1,40.6,73.3,0,2,1
25.6,31.8,16.7,0,80.3,25.6,30.7,2.4,1,0,49.1,24.5,1,5,0
26.3,31.0,18.4,1,83.0,26.3,49.8,2.9,0,0,61.5,39.5,1,10,0
26.5,26.0,14.8,0,79.7,26.0,28.6,2.1,4,1,53.9,23.0,0,5,0
47.4,52.2,37.6,-1,55.4,56.6,9.7,9.2,1,0,34.8,47.8,0,7,2
28.6,31.7,20.1,1,86.2,34.9,43.0,2.9,1,0,58.1,80.9,0,9,0
39.8,41.2,26.4,1,60.2,44.4,36.6,5.8,1,1,32.1,44.1,0,11,1
44.0,47.4,40.7,0,60.4,53.1,39.1,6.5,5,0,43.5,11.5,0,6,2
20.8,26.4,10.9,1,91.7,20.8,25.0,2.3,0,0,53.2,50.3,1,10,0
48.4,52.3,40.8,1,55.8,58.9,25.2,7.4,4,1,35.8,71.6,0,4,3
25.5,31.2,16.9,0,77.9,25.5,23.5,2.8,4,1,52.9,59.3,0,8,0
17.6,20.2,6.2,-1,95.0,17.2,19.8,0.4,1,1,62.8,70.3,1,10,0
20.1,28.1,14.6,0,88.4,20.1,42.9,2.2,0,0,50.4,88.3,1,2,0
45.7,51.3,36.3,1,52.0,53.9,24.4,9.3,0,0,26.9,17.5,0,3,2
29.9,33.6,21.5,1,78.5,36.2,31.6,3.1,5,0,54.5,50.5,0,3,0
25.2,30.7,15.4,1,94.9,24.2,22.9,3.0,0,1,47.0,30.0,0,1,0
48.8,52.5,39.0,1,63.1,58.0,14.5,8.0,6,1,25.6,73.5,1,5,3
41.0,39.8,34.0,-1,74.8,47.3,20.7,5.4,2,1,36.8,10.1,0,4,1
48.7,53.6,36.7,-1,59.6,58.2,19.9,8.4,6,1,24.0,2.5,0,6,3
27.6,30.7,19.3,0,82.5,33.1,19.3,3.7,2,0,61.4,89.6,0,2,0
18.7,20.8,5.6,0,91.8,16.8,16.4,1.1,1,1,67.0,81.6,1,10,0
41.1,44.8,29.9,1,55.9,49.9,25.5,7.0,2,1,32.0,36.7,1,5,2
27.2,29.2,16.6,0,85.6,26.9,44.5,3.0,0,1,47.1,62.2,0,9,0
22.4,29.4,18.2,1,95.0,22.4,30.3,2.3,1,0,61.3,59.9,0,11,0
42.6,42.8,30.9,1,73.3,49.0,24.9,5.8,2,1,43.7,47.0,0,4,2
33.7,35.2,28.5,-1,72.5,41.0,6.2,6.3,0,1,45.2,77.4,0,1,0
24.8,29.2,19.0,1,80.4,24.6,34.9,3.5,1,1,60.1,85.7,0,9,0
25.2,29.6,14.9,1,88.5,23.4,37.4,3.4,0,1,61.6,82.8,0,8,0
18.3,21.2,8.8,-1,95.0,18.3,22.1,1.2,1,0,57.6,24.1,0,10,0
35.4,39.2,32.2,-1,62.5,42.1,34.3,5.6,7,0,51.7,18.4,1,7,1
35.2,37.9,24.3,-1,69.6,42.3,26.4,4.9,0,1,36.9,47.6,0,9,0
27.5,34.7,23.8,-1,76.6,32.7,21.6,4.8,2,0,51.1,72.1,1,6,0
18.9,18.1,8.5,1,92.3,16.8,32.3,0.0,2,1,67.4,55.2,0,1,0
41.8,46.1,33.3,0,67.8,50.8,12.2,7.8,1,1,38.3,97.1,0,3,2
16.7,19.2,5.7,1,95.0,16.3,29.4,0.0,1,1,53.6,82.1,0,9,0
52.3,56.2,43.7,1,51.0,62.0,23.6,10.3,2,1,21.1,8.2,1,4,3
24.4,30.2,21.1,1,88.4,24.4,7.8,2.2,0,0,49.0,67.2,0,1,0
44.5,46.6,34.8,-1,48.8,52.2,26.6,8.9,6,1,42.9,16.3,0,7,3
32.5,37.4,20.1,-1,86.2,39.4,37.2,5.5,2,1,55.5,71.3,0,2,0
19.3,21.0,10.5,1,95.0,18.1,27.3,0.9,4,1,62.0,54.6,1,9,1
34.2,35.4,27.8,0,74.4,41.6,29.6,5.4,2,1,48.9,53.2,0,2,0
30.8,34.8,24.4,1,76.3,36.2,25.1,2.6,1,1,55.7,56.0,0,8,0
46.8,48.3,39.9,1,61.7,56.7,21.9,6.6,0,1,31.5,5.3,0,1,2
15.0,17.4,5.3,1,95.0,15.0,26.7,0.2,2,0,73.9,8.3,0,10,0
40.6,42.6,28.8,1,65.4,47.6,49.9,6.7,2,1,43.9,80.6,0,4,2
23.3,26.6,11.4,1,83.3,21.6,10.9,1.7,1,1,55.8,50.3,0,9,0
27.6,33.4,20.2,0,87.9,28.6,26.3,4.3,1,1,61.4,63.5,0,1,0
44.7,47.9,33.4,0,66.3,54.9,56.9,7.5,3,1,34.8,53.2,1,7,2
30.9,30.5,22.3,-1,81.3,34.8,20.2,3.9,0,1,53.4,36.5,0,8,0
42.0,42.8,33.0,1,59.1,48.0,24.7,6.7,4,1,44.9,72.5,1,4,2
22.7,21.6,8.8,1,92.4,21.3,23.3,2.9,1,1,57.2,65.5,0,8,0
37.3,41.2,26.2,1,62.9,44.3,6.5,6.0,1,1,50.9,19.6,0,9,0
42.0,44.9,31.1,0,61.0,51.1,12.7,6.2,0,1,43.0,83.9,0,1,2
37.7,43.9,33.3,1,57.9,44.5,33.7,7.0,0,0,38.6,16.8,1,9,1
35.4,34.9,27.6,0,67.7,40.3,16.2,3.8,9,1,51.0,68.9,1,5,1
32.4,34.6,19.7,1,81.0,36.3,19.2,2.5,1,1,55.7,17.0,0,3,0
31.8,31.4,22.4,-1,83.8,36.6,38.7,4.5,2,1,48.3,19.5,0,10,0
41.7,44.8,32.2,-1,65.0,50.6,14.9,7.0,0,0,38.6,34.2,0,1,2
34.2,37.3,23.4,1,75.4,42.7,17.2,6.0,2,1,44.5,2.8,0,4,1
23.6,28.4,19.2,1,94.5,23.6,14.6,1.6,0,0,62.3,91.7,0,11,0
50.8,55.9,41.8,1,52.9,58.8,8.1,9.8,4,1,33.5,22.8,0,5,3
27.3,29.7,19.5,-1,91.4,25.9,23.0,3.5,0,1,48.0,58.5,1,10,0
18.9,20.1,8.9,0,95.0,16.3,51.3,0.0,0,1,68.4,6.9,0,2,0
45.3,46.8,38.9,0,53.3,51.2,47.0,8.3,1,1,31.2,2.4,0,12,2
34.9,39.3,24.2,0,70.2,41.9,33.7,4.8,0,1,51.3,23.5,0,11,0
30.9,34.4,22.7,0,84.8,36.5,21.4,3.8,1,1,49.5,9.5,0,2,0
30.1,34.1,19.7,1,91.0,28.4,38.2,4.3,1,1,49.7,95.5,0,1,0
28.0,32.2,20.1,1,78.7,33.4,33.1,5.1,2,0,60.3,75.9,0,2,0
52.0,50.9,40.9,1,51.1,60.0,37.6,10.1,2,1,23.7,31.4,0,7,3
15.3,17.9,8.2,-1,95.0,15.3,9.4,1.3,1,0,60.8,12.4,0,3,0
28.6,33.9,18.3,1,74.5,34.6,31.5,3.9,1,1,45.7,20.1,0,1,0
21.8,27.2,11.0,-1,95.0,22.1,19.3,2.5,0,1,64.7,4.8,0,8,0
21.6,24.9,12.4,-1,86.2,19.6,15.7,2.3,3,1,65.0,85.9,0,12,0
21.4,27.5,15.4,1,95.0,21.4,24.6,3.2,3,0,60.0,82.4,1,9,0
20.8,26.2,15.0,1,86.5,20.8,32.6,2.2,2,0,54.5,10.3,0,10,0
20.6,27.3,17.2,1,90.0,20.6,36.7,2.2,2,0,63.7,13.4,0,2,0
48.5,51.7,36.8,1,54.7,57.6,33.9,9.7,2,1,32.3,40.4,1,4,3
21.6,29.5,17.8,0,94.8,21.6,23.1,0.7,1,0,61.3,96.5,0,10,0
15.0,20.3,9.1,1,95.0,15.0,41.1,2.0,0,0,70.8,33.6,0,11,0
24.8,27.4,15.5,-1,77.8,24.8,23.4,3.3,2,0,45.9,82.7,0,10,0
35.5,42.9,31.1,-1,65.4,42.5,22.0,4.6,3,0,36.8,74.1,1,5,1
17.2,20.9,9.6,0,90.2,17.2,26.4,1.7,0,0,69.8,84.3,0,1,0
40.2,44.3,36.0,1,66.0,48.8,26.8,7.5,1,0,44.0,86.2,0,7,1
48.1,52.2,35.9,1,48.9,55.8,33.8,7.3,5,1,31.4,67.8,0,6,3
24.5,26.9,18.1,1,86.0,24.5,13.9,2.4,1,0,61.4,4.3,0,10,0
17.3,23.2,8.7,1,95.0,17.3,13.8,2.4,1,0,56.3,72.7,0,11,0
27.8,28.0,16.2,1,95.0,25.1,29.5,2.8,1,1,43.3,36.2,0,1,0
50.0,54.2,40.8,-1,50.5,59.1,22.5,9.9,4,0,20.7,39.4,1,5,3
39.8,42.5,36.3,1,63.7,48.0,23.5,7.5,2,0,40.6,43.0,0,6,2
15.0,18.7,6.0,1,95.0,15.0,15.5,0.0,0,0,57.4,15.9,0,11,0
33.6,34.7,25.9,1,72.5,41.7,27.4,4.8,4,1,43.5,25.1,0,7,1
43.3,44.4,36.3,0,66.1,50.8,12.0,5.7,1,1,32.0,73.7,1,5,2
16.2,18.8,9.8,1,95.0,17.0,40.0,1.6,2,1,68.5,54.5,0,11,0
34.6,33.1,23.7,1,72.9,38.9,28.8,4.5,3,1,51.8,62.1,1,6,0
24.7,31.7,18.9,1,84.6,24.7,24.1,2.7,1,0,52.4,67.0,1,1,0
31.3,33.4,25.4,-1,78.3,38.1,8.1,3.2,0,0,50.0,54.6,0,10,0
33.6,37.0,25.7,0,86.2,38.1,12.3,3.4,2,1,41.4,36.2,0,2,0
17.3,25.1,13.2,1,89.7,17.3,22.6,2.1,2,0,70.3,20.6,0,9,0
19.8,23.5,15.9,0,95.0,19.8,21.4,1.8,1,0,65.0,20.4,0,8,0
37.4,45.2,28.5,0,68.2,45.4,18.2,7.1,3,0,33.4,23.4,0,7,1
28.3,33.0,20.3,1,84.7,34.4,8.8,2.5,1,0,59.9,39.9,0,8,0
39.5,39.9,28.2,0,75.2,45.7,24.3,7.2,3,1,33.9,77.2,1,4,2
18.3,21.1,10.0,-1,92.1,17.1,36.8,1.2,3,1,66.7,22.5,0,8,0
23.8,28.0,17.9,-1,84.0,23.8,31.1,1.9,0,0,48.2,55.9,0,9,0
27.3,30.6,20.8,1,80.1,25.8,30.7,2.0,2,1,55.0,45.1,1,8,0
30.6,37.1,21.9,-1,68.6,36.3,46.4,3.6,2,0,45.1,63.7,0,12,0
29.9,30.1,23.5,0,85.3,35.0,18.7,4.8,0,1,54.5,67.8,1,3,0
27.8,28.0,17.4,1,81.6,28.2,27.7,3.2,4,1,61.0,74.2,0,2,1
35.9,40.1,25.0,-1,67.4,42.9,34.8,4.2,3,1,41.3,83.8,0,5,1
34.1,39.6,22.7,0,66.8,41.6,24.1,3.9,2,1,44.4,26.3,0,8,0
45.0,49.5,36.1,1,55.8,53.6,21.7,6.8,3,0,41.5,47.8,0,5,2
29.1,35.6,24.3,1,75.3,34.8,14.5,4.3,0,0,55.6,5.9,0,3,0
25.8,31.5,16.8,1,87.4,25.8,19.7,2.6,0,0,58.7,31.1,0,1,0
15.0,20.5,5.0,1,94.3,15.0,37.9,1.0,2,0,64.5,63.3,0,1,0
29.3,34.0,23.3,1,91.1,35.5,35.4,4.2,0,1,49.4,24.7,0,12,0
24.3,29.3,16.1,1,82.1,24.3,24.8,1.7,2,0,48.3,7.0,0,2,0
33.0,32.4,25.2,1,80.4,38.3,18.1,4.2,0,1,42.9,70.1,0,9,0
42.3,47.1,32.4,1,68.4,51.3,61.7,6.6,2,1,43.5,62.5,0,7,2
36.0,39.1,25.6,1,82.2,42.1,26.0,6.0,2,1,44.8,89.3,1,2,1
33.2,35.9,24.9,-1,77.9,39.9,14.4,5.5,2,1,43.7,10.0,1,11,0
22.2,25.4,14.6,1,95.0,22.2,53.1,3.3,0,0,63.1,7.2,0,11,0
32.8,31.6,19.2,0,69.9,35.2,23.2,3.5,0,1,51.3,59.7,1,10,0
32.9,39.8,23.6,1,70.7,39.6,7.0,3.5,5,0,43.7,98.0,1,4,0
39.1,44.7,33.7,0,58.5,46.4,19.7,7.5,2,0,31.1,76.9,0,7,2
29.9,35.3,21.1,1,82.1,36.4,29.3,5.2,1,0,47.9,5.4,0,11,0
28.0,33.0,20.1,0,87.1,34.1,23.5,4.3,2,0,57.1,77.8,0,1,0
34.2,37.9,27.8,1,71.6,39.9,31.1,3.4,2,1,41.3,72.2,0,10,0
27.2,28.1,17.7,1,89.1,25.2,28.6,1.3,0,1,57.2,43.4,1,12,0
38.6,38.0,27.7,1,63.4,43.6,20.3,4.4,0,1,35.3,27.8,0,10,1
15.0,22.5,5.2,0,94.2,15.0,24.6,0.3,0,0,63.1,98.1,0,8,0
30.2,31.6,24.0,1,75.9,33.8,22.6,4.5,1,1,41.2,22.5,0,2,0
49.9,51.4,42.2,1,47.0,56.0,14.6,8.6,2,1,34.9,15.6,1,4,3
42.9,42.0,29.8,1,56.9,49.3,15.3,7.8,3,1,34.4,11.3,0,6,2
15.0,19.0,11.8,1,95.0,15.0,14.4,1.0,2,0,66.6,25.7,0,11,0
19.4,19.7,6.8,1,95.0,18.2,22.5,1.3,1,1,68.3,25.7,0,11,0
29.8,32.7,21.4,1,74.8,35.7,31.8,3.8,1,0,50.7,23.7,0,9,0
23.5,23.2,13.6,1,81.7,22.7,18.6,1.0,0,1,52.9,61.8,0,3,0
32.3,37.5,22.4,1,72.1,36.8,30.7,3.9,1,1,52.2,20.2,0,9,0
28.0,29.3,17.3,0,95.0,25.2,42.3,2.4,3,1,46.1,90.0,1,9,0
40.0,45.7,34.1,0,62.1,48.1,20.9,6.5,5,0,35.8,4.2,0,5,2
29.5,33.0,24.1,-1,70.4,34.9,37.6,5.2,0,0,51.9,51.2,0,11,0
35.5,40.1,24.5,1,69.9,42.0,67.1,5.9,7,1,49.5,84.4,0,4,1
28.1,31.2,19.2,1,88.3,34.3,22.1,2.6,0,0,44.6,61.4,0,2,0
41.0,48.3,36.4,0,64.3,49.6,45.6,8.2,4,0,41.4,68.9,1,7,2
28.0,31.6,21.4,0,72.5,33.1,22.8,3.9,0,0,42.0,95.8,0,12,0
46.0,46.5,40.1,-1,59.5,54.8,39.2,8.1,2,1,32.9,6.1,0,7,3
24.6,28.3,19.4,1,88.0,24.6,41.2,3.9,1,0,64.2,39.0,0,10,0
30.3,34.1,18.1,0,85.7,35.5,33.5,3.7,2,1,57.5,4.6,0,12,0
42.0,48.5,38.2,1,67.8,51.4,23.3,8.2,4,0,47.4,78.0,0,5,2
16.5,23.0,9.1,-1,95.0,16.5,16.2,1.7,1,1,57.5,94.5,0,9,0
21.4,28.9,13.1,1,88.0,21.4,21.5,2.2,1,0,48.9,35.9,1,11,0
28.5,31.7,18.8,0,79.2,26.7,8.4,3.8,0,1,43.0,41.8,0,11,0
26.1,28.2,14.5,0,87.7,26.4,31.4,3.4,0,1,47.9,84.8,0,8,0
48.5,53.2,39.9,0,61.4,57.7,13.4,8.5,2,1,36.4,93.6,0,4,3
16.0,23.0,9.2,1,94.4,16.0,57.3,1.8,3,0,60.1,85.6,0,9,0
42.0,43.1,33.6,-1,54.5,49.9,17.6,7.0,3,1,30.1,83.0,1,6,2
31.4,37.5,25.7,1,70.5,38.2,23.8,3.9,1,1,58.0,76.5,0,9,0
43.8,46.8,37.5,1,61.2,53.0,13.8,7.4,0,0,33.4,72.7,0,7,2
30.1,32.0,17.3,1,83.9,34.2,16.9,4.9,1,1,58.4,21.4,0,12,0
27.2,30.9,19.0,1,89.8,27.6,9.1,2.9,2,1,56.2,19.5,0,1,0
33.7,35.4,27.1,0,68.1,39.9,64.1,5.5,2,1,47.9,51.2,0,1,0
37.5,39.3,30.0,1,76.0,44.2,35.2,5.5,0,1,52.3,98.3,0,1,0
18.4,19.9,10.0,1,93.9,17.9,19.1,1.0,1,1,63.2,88.8,0,11,0
33.3,32.8,22.9,-1,69.9,37.8,12.9,4.3,0,1,51.2,11.0,0,12,0
24.1,27.5,19.6,0,81.2,24.1,33.2,1.3,1,0,55.6,23.3,0,8,0
26.4,30.5,22.1,1,85.1,26.4,23.5,3.7,1,0,58.7,27.1,0,3,0
26.5,27.2,16.6,1,89.0,25.2,18.8,3.0,1,1,51.6,62.2,0,2,0
32.7,34.5,23.7,1,83.8,38.6,24.4,3.5,1,1,52.2,5.3,0,2,0
18.8,18.0,8.1,1,95.0,17.8,13.0,0.2,0,1,60.6,31.9,0,9,0
30.6,35.8,26.4,1,84.0,37.6,28.7,4.7,2,0,47.5,91.2,0,2,0
42.3,45.2,31.9,1,65.7,51.7,34.0,6.9,1,1,28.9,49.6,1,7,2
31.0,35.6,26.4,1,81.3,37.9,41.5,4.1,6,0,57.8,50.1,0,4,1
29.6,36.3,24.5,1,71.0,35.2,10.7,4.7,0,0,56.4,51.1,0,12,0
33.0,38.3,25.3,-1,68.7,39.1,36.7,5.8,2,1,43.4,69.4,0,12,0
30.5,31.9,21.4,1,82.4,28.2,47.8,3.3,0,1,50.2,1.4,0,10,0
18.4,22.8,15.0,1,95.0,18.4,22.7,2.0,1,0,58.9,59.4,0,3,0
46.3,48.7,33.8,1,54.1,54.1,31.5,7.4,1,1,24.8,9.7,0,1,2
32.3,32.0,20.9,-1,68.4,35.9,9.1,3.6,2,1,48.4,69.8,0,9,0
41.9,49.0,36.8,1,64.5,50.9,23.6,7.3,2,0,35.4,81.4,0,5,2
27.8,31.8,18.6,0,86.8,33.8,55.1,5.0,1,0,45.0,17.8,0,11,0
16.6,20.5,11.0,1,95.0,16.6,21.2,1.6,1,0,58.6,6.7,0,9,0
40.7,44.2,32.9,0,68.3,49.8,8.1,5.9,2,0,35.7,95.2,1,4,1
25.4,24.5,13.6,0,84.9,24.4,11.7,1.1,3,1,61.6,19.6,0,8,0
19.4,25.3,14.7,1,93.9,19.4,24.5,2.7,1,0,52.8,90.2,1,3,0
40.0,41.9,29.0,1,65.3,44.8,31.1,4.8,2,1,44.2,63.8,0,1,1
33.5,34.9,23.1,1,79.8,38.5,14.4,2.9,2,1,36.8,73.7,0,3,0
48.7,49.6,38.7,0,53.0,59.2,17.0,7.7,0,1,24.2,4.8,0,2,2
16.8,17.3,5.7,1,93.2,16.3,10.5,1.1,1,1,61.6,54.5,1,1,0
28.6,29.4,17.6,1,77.5,28.7,56.2,2.5,2,1,58.0,54.8,0,8,0
43.6,44.1,35.8,0,63.1,51.2,47.9,6.0,0,1,32.4,71.0,0,2,2
20.5,24.0,14.6,0,82.8,20.5,29.4,2.4,4,0,49.6,8.0,0,10,1
33.4,40.9,29.7,-1,72.8,40.4,12.3,4.4,1,0,54.6,12.4,0,8,0
31.8,33.9,25.0,0,83.4,36.1,27.7,2.3,2,1,53.0,72.9,0,3,0
22.4,22.5,15.7,-1,95.0,22.2,15.7,0.2,1,1,52.7,49.8,0,11,0
30.6,33.0,20.6,0,79.7,35.2,24.1,2.8,1,1,51.1,31.7,0,1,0
47.3,51.9,42.2,-1,53.3,57.2,13.2,7.3,1,1,29.7,18.7,1,5,2
22.5,26.0,13.1,0,95.0,22.5,17.7,1.2,1,0,51.1,1.4,1,1,0
26.3,29.8,21.5,0,79.2,26.3,23.9,2.3,1,0,59.5,22.1,0,3,0
40.0,42.9,32.9,1,67.3,48.7,13.0,7.5,2,0,49.2,49.3,0,7,2
20.1,27.6,10.2,-1,95.0,20.1,23.1,0.9,0,0,56.2,81.0,0,9,0
31.4,37.1,23.5,1,82.5,38.8,29.8,5.3,1,1,52.5,79.5,0,11,0
22.9,25.8,17.6,-1,93.7,22.9,23.6,3.2,1,0,63.4,58.2,0,9,0
18.8,19.1,7.2,1,95.0,18.1,20.0,0.5,2,1,62.7,40.2,1,1,0
31.0,37.9,21.9,1,77.3,37.5,16.2,4.5,1,0,43.1,87.5,0,8,0
22.9,27.3,17.0,0,94.6,23.3,35.5,3.5,0,1,57.3,34.7,0,3,0
21.5,25.5,17.5,0,95.0,21.5,19.5,2.5,1,0,56.9,41.6,0,8,0
28.7,29.2,17.7,1,91.0,28.7,11.1,3.1,0,1,57.1,1.8,1,12,0
