rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,flood_risk
16.04,28.98,3.73,1.8,0.19,48.6,325.1,27.23,65.57,12.13,11.02,5,0
15.46,6.46,4.11,3.35,-0.01,52.82,237.17,21.37,85.64,26.49,6.29,7,0
34.74,17.98,4.06,3.13,-0.23,33.28,458.99,24.9,61.4,17.75,10.7,6,0
37.57,26.28,4.78,1.28,-0.45,31.29,204.68,33.41,68.73,14.52,7.2,6,0
271.88,199.2,33.33,12.22,2.84,97.71,34.87,28.26,67.95,24.03,0.8,8,3
58.51,69.78,8.64,5.68,0.5,68.36,110.17,32.53,67.2,32.09,4.89,11,1
147.1,113.82,13.64,10.23,1.08,87.79,31.89,23.99,85.29,16.17,2.25,9,2
13.82,2.0,2.38,1.23,0.07,34.88,179.75,34.55,84.33,22.21,12.26,10,0
20.33,23.08,0.76,1.71,-0.27,58.23,393.64,31.89,64.47,35.08,14.25,8,0
156.05,103.27,13.92,9.12,1.17,89.57,54.44,24.0,79.15,23.65,0.76,6,2
158.47,113.39,18.73,8.62,2.48,88.5,37.19,30.82,92.58,29.19,2.29,8,2
96.67,72.71,7.62,7.55,0.41,64.06,54.33,24.46,88.18,27.86,2.78,9,1
30.68,8.92,2.73,3.74,-0.35,40.84,287.62,31.91,71.75,25.11,4.21,10,0
52.4,59.9,6.08,5.55,0.56,66.49,112.32,26.56,66.39,25.09,1.76,1,1
350.16,221.8,32.66,12.9,2.64,88.31,17.66,18.78,64.9,14.69,0.76,9,3
33.17,33.56,2.75,1.61,0.08,44.01,392.5,34.58,80.07,16.96,16.09,6,0
166.38,117.14,14.26,10.68,1.04,80.23,63.31,21.11,80.63,24.6,0.66,8,2
67.01,63.83,10.56,5.1,0.8,63.78,144.79,18.57,74.12,38.82,3.38,9,1
184.64,95.18,16.32,9.59,1.63,78.43,62.19,33.49,78.5,35.47,1.0,6,2
81.08,63.88,7.04,7.15,0.86,63.9,80.06,29.82,84.64,28.89,3.81,5,1
52.39,70.51,5.23,6.37,0.41,72.35,81.37,25.29,87.04,21.84,3.09,4,1
61.61,46.16,9.95,7.92,0.46,71.6,58.76,26.61,69.41,23.54,2.84,1,1
108.84,67.31,6.46,6.39,0.94,64.9,99.87,30.49,86.17,13.83,4.85,7,1
23.37,37.94,2.09,4.45,-0.29,42.84,437.54,26.26,82.39,5.1,18.65,8,0
173.35,133.99,14.28,10.7,1.2,84.89,52.86,23.29,77.63,10.66,1.49,7,2
21.86,2.63,4.72,3.48,0.08,47.06,367.1,26.93,88.76,6.56,3.29,5,0
57.73,56.78,7.22,5.11,0.4,71.46,51.8,19.47,87.97,36.45,4.77,5,1
48.39,11.82,3.85,3.5,-0.19,28.23,148.55,31.17,82.54,23.56,13.46,2,0
4.56,3.08,1.99,4.29,0.18,49.48,458.75,19.5,62.04,34.82,8.49,5,0
7.39,12.6,2.96,2.43,-0.48,23.88,216.2,19.67,79.62,9.2,14.21,11,0
20.79,29.13,3.99,4.78,-0.01,30.19,469.66,27.77,84.35,37.35,16.18,8,0
147.04,122.33,13.5,10.25,1.35,77.15,31.12,26.72,89.57,7.79,0.86,8,2
32.75,11.33,0.0,1.51,0.25,54.69,193.44,28.35,93.98,18.08,16.23,6,0
20.35,22.96,2.14,2.05,0.11,41.26,127.07,33.04,86.43,16.31,9.26,12,0
117.34,68.92,9.51,7.19,0.63,67.58,135.12,33.25,91.18,39.18,3.88,6,1
439.0,153.24,22.98,13.8,3.09,88.14,6.25,29.79,74.91,23.09,0.49,9,3
78.74,49.25,5.95,5.59,0.34,62.97,50.92,23.38,94.06,11.78,3.7,2,1
185.8,90.4,15.89,8.35,2.02,89.25,28.23,28.75,80.43,18.65,1.97,7,2
36.6,29.57,3.3,1.91,-0.16,53.85,368.08,27.99,75.74,31.57,15.46,11,0
19.11,33.33,1.74,1.14,-0.28,59.6,370.67,31.17,78.89,10.2,18.31,11,0
83.37,41.89,5.37,7.29,0.51,66.14,106.41,31.18,90.96,7.09,2.81,5,1
142.51,95.16,12.04,10.09,1.07,82.99,77.73,33.21,94.7,7.15,0.72,9,2
54.45,41.47,5.94,5.04,0.35,70.38,103.43,33.52,80.48,30.41,4.12,10,1
142.16,92.88,19.32,10.29,1.17,78.18,57.28,26.57,93.3,19.71,1.34,9,2
369.85,248.11,33.31,11.6,3.39,97.75,17.96,31.55,75.47,23.97,1.44,8,3
10.6,32.75,1.61,1.09,-0.38,28.94,482.93,33.86,80.13,21.78,12.74,1,0
97.6,75.89,5.95,5.75,0.68,71.99,53.63,25.73,72.57,15.25,4.94,1,1
157.77,110.85,18.69,10.22,1.4,75.25,48.78,33.23,93.47,35.78,2.22,7,2
432.68,223.85,33.01,11.61,3.59,94.95,36.35,21.32,80.99,16.63,1.21,6,3
175.57,139.28,16.08,9.28,1.43,82.15,72.37,34.62,94.77,25.92,0.58,7,2
11.39,4.07,3.64,1.72,-0.44,37.08,115.83,28.66,65.34,11.04,19.4,6,0
12.34,39.19,4.14,3.38,0.24,37.81,493.31,22.09,82.33,18.24,8.04,5,0
94.42,71.92,7.77,7.75,0.67,62.37,119.59,23.38,90.0,36.72,4.28,2,1
63.96,52.31,5.3,6.9,0.47,64.56,127.08,22.12,65.92,32.12,2.65,6,1
284.94,190.12,36.95,12.63,3.19,90.66,32.81,20.42,70.96,34.73,0.49,6,3
170.11,106.72,12.73,9.86,1.25,76.15,59.84,25.83,61.43,35.81,2.32,6,2
107.59,63.74,11.98,7.36,0.49,63.97,83.59,18.46,68.06,36.67,4.45,1,1
55.16,61.79,8.87,7.62,0.81,63.74,138.84,28.31,65.91,35.02,3.51,6,1
4.35,26.39,1.3,3.63,-0.38,35.88,140.99,19.5,93.97,18.83,7.8,1,0
18.44,32.91,0.57,4.34,0.01,33.68,147.12,23.7,64.91,14.37,4.56,8,0
97.4,74.98,10.24,7.82,0.34,60.18,116.13,22.31,71.58,14.44,2.51,12,1
47.01,30.48,4.86,1.15,-0.27,27.82,104.46,29.54,68.09,22.82,7.12,10,0
118.48,47.24,10.59,6.0,0.81,66.3,107.84,31.67,90.32,7.09,4.41,10,1
97.03,58.38,10.78,7.76,0.33,71.16,53.52,25.85,84.37,17.33,3.06,3,1
32.14,23.51,4.48,3.61,-0.22,58.65,420.65,22.98,73.07,28.45,13.72,12,0
29.95,34.25,0.59,3.76,-0.17,28.25,261.1,29.82,68.85,15.9,4.29,10,0
394.45,172.55,26.12,11.65,2.77,92.17,26.19,29.56,70.23,16.56,1.09,8,3
38.04,5.29,2.27,1.74,-0.35,23.99,272.82,33.47,75.68,34.35,4.28,3,0
69.41,76.66,7.72,6.51,0.53,69.94,149.5,33.3,60.14,17.75,1.59,6,1
390.46,176.41,32.58,12.15,2.77,89.64,36.11,22.72,72.88,26.58,1.15,7,3
98.07,76.23,7.61,6.75,0.31,64.98,56.22,31.9,67.23,23.46,3.33,12,1
30.09,18.01,3.38,1.73,-0.18,22.74,339.24,18.78,83.09,32.13,19.37,10,0
20.71,33.1,3.67,4.08,-0.49,36.65,292.54,22.42,86.61,9.8,3.33,7,0
196.73,91.54,17.74,9.99,1.52,75.29,61.39,28.75,75.24,23.38,2.39,6,2
108.8,53.57,9.96,7.98,0.52,70.11,134.43,30.2,69.93,16.42,4.71,2,1
181.61,93.38,16.93,8.73,2.48,89.28,53.8,31.62,85.23,29.49,1.9,9,2
24.97,4.25,0.57,4.76,0.2,38.08,494.32,28.44,81.57,21.01,3.0,10,0
297.58,240.06,25.64,11.57,3.73,95.13,24.84,18.64,81.64,9.59,0.42,7,3
32.41,22.49,3.81,4.46,-0.02,52.64,224.91,25.32,83.72,11.55,6.89,5,0
4.48,8.63,3.91,2.12,-0.38,33.25,333.62,24.59,77.44,20.92,14.96,7,0
22.41,24.04,1.64,4.12,0.17,32.94,435.46,32.24,65.35,7.9,4.76,9,0
310.38,197.0,33.05,12.62,3.54,85.11,5.06,19.73,84.67,12.17,0.24,9,3
8.68,14.93,2.09,2.2,0.03,56.75,260.24,22.6,89.89,25.01,6.27,9,0
191.34,92.28,18.87,8.9,2.41,79.22,75.61,20.47,94.11,8.0,2.43,6,2
46.34,7.25,4.56,1.22,0.26,28.03,221.09,24.47,83.36,39.12,11.35,5,0
180.74,101.93,12.58,9.05,2.02,85.54,77.9,28.75,78.87,10.27,1.41,7,2
234.91,200.7,26.85,11.2,2.6,86.5,7.5,26.25,72.0,19.64,1.16,9,3
63.24,77.5,5.07,6.24,0.95,65.77,59.31,26.47,66.48,21.33,2.56,10,1
109.96,43.03,8.24,7.97,0.84,74.43,127.96,30.01,86.62,23.31,4.56,10,1
160.0,123.81,16.95,8.56,1.04,79.27,46.58,32.45,66.87,9.39,1.73,9,2
30.96,24.78,0.19,2.16,-0.17,42.01,218.43,34.71,61.47,39.62,7.89,11,0
128.23,87.56,19.83,10.02,2.27,79.86,60.59,28.25,83.89,25.14,1.69,7,2
265.79,214.05,24.45,11.28,3.18,93.11,13.68,30.05,63.6,20.64,0.52,9,3
45.26,8.03,4.95,1.03,-0.29,27.99,105.6,29.79,87.73,13.98,15.45,12,0
84.88,68.51,9.26,7.95,0.43,66.74,141.82,26.42,64.72,33.52,4.7,1,1
41.15,8.39,1.9,4.89,-0.23,31.86,467.28,30.91,94.58,36.55,4.88,12,0
119.0,49.68,9.7,7.28,0.47,70.92,86.78,28.77,78.75,8.16,3.71,1,1
35.64,32.97,4.48,2.7,-0.25,53.57,411.05,20.0,82.81,7.3,12.11,9,0
417.8,224.27,39.71,12.99,3.02,96.79,28.48,19.89,75.65,21.11,0.88,9,3
25.52,38.78,3.47,1.28,-0.35,50.85,436.58,28.96,60.99,34.0,13.5,7,0
33.93,23.3,2.76,4.44,-0.42,33.88,315.3,21.68,88.1,18.99,16.79,12,0
79.82,61.92,8.65,6.05,0.77,71.38,51.46,30.13,73.53,28.19,2.23,12,1
4.08,19.26,2.03,3.42,-0.15,57.36,313.9,33.24,65.14,13.04,14.79,2,0
73.93,67.02,7.07,6.05,0.6,60.06,99.21,18.95,91.89,16.28,2.4,10,1
148.42,86.56,19.59,9.47,1.75,84.32,20.21,24.14,73.89,11.09,2.36,7,2
0.93,32.19,0.69,4.1,0.14,41.52,223.87,30.53,81.05,27.94,5.47,11,0
118.72,58.02,8.59,7.97,0.46,74.14,54.28,19.19,85.52,26.29,3.06,7,1
15.05,29.96,3.97,1.81,0.27,40.1,466.79,30.28,62.98,12.7,15.02,4,0
68.74,76.46,7.58,5.14,0.51,67.97,90.82,20.23,88.67,39.87,2.46,8,1
20.24,21.55,4.22,1.24,-0.02,48.68,491.16,22.7,84.84,31.71,16.72,4,0
60.5,52.99,10.16,6.43,0.56,65.92,95.94,33.17,93.44,32.54,4.25,9,1
124.27,130.85,17.04,9.47,2.33,87.68,37.82,19.69,88.8,28.64,2.08,6,2
17.48,26.09,4.46,2.54,0.05,25.39,316.33,18.47,69.36,9.64,18.67,8,0
25.21,34.63,1.21,1.31,-0.21,49.91,320.28,34.31,87.74,26.13,16.89,11,0
38.43,9.05,3.46,1.93,0.0,49.88,187.49,20.23,81.21,34.73,4.02,11,0
395.67,172.85,36.03,13.02,4.5,86.8,11.7,28.01,64.74,27.96,0.32,8,3
41.42,18.11,4.28,4.29,0.21,21.93,174.45,20.32,76.99,32.96,8.03,11,0
32.72,19.5,1.83,3.58,0.26,21.65,467.54,31.72,73.44,21.51,13.35,1,0
47.26,11.31,2.3,3.69,-0.37,39.46,395.42,28.65,83.42,9.42,17.74,3,0
402.22,148.41,26.98,13.79,3.01,95.16,33.88,24.57,75.75,12.94,0.79,9,3
17.49,12.31,1.05,1.69,0.01,56.78,303.54,20.71,89.06,39.0,8.07,7,0
24.1,20.13,1.58,3.92,0.2,57.55,422.04,27.36,88.91,15.62,17.46,1,0
142.6,137.03,16.65,9.31,1.87,82.75,65.53,24.0,91.29,38.13,1.06,9,2
149.37,81.13,12.8,9.49,2.03,80.02,61.73,29.97,77.24,37.02,1.9,7,2
189.34,111.15,19.95,8.03,1.45,84.35,48.16,24.25,60.89,27.5,0.73,9,2
163.92,130.68,19.65,10.83,1.15,89.17,67.74,19.53,66.28,39.13,2.06,6,2
70.4,44.69,9.58,7.55,0.95,74.59,128.11,32.5,74.0,30.55,1.99,5,1
47.7,34.62,2.89,3.7,-0.49,33.56,418.26,22.8,80.49,13.97,4.32,1,0
12.72,0.52,2.7,4.4,0.27,42.63,305.78,27.33,73.3,26.25,4.45,12,0
352.7,207.25,38.41,12.0,3.9,96.91,5.38,21.72,75.96,34.83,1.32,8,3
10.45,3.39,2.33,2.93,0.17,28.85,252.4,32.0,73.46,21.07,16.74,5,0
164.84,83.67,17.24,9.4,1.7,80.69,75.74,23.38,93.71,33.36,1.0,6,2
110.92,70.9,9.91,5.42,0.76,71.49,107.24,22.71,68.48,35.43,4.62,9,1
66.79,43.75,6.28,7.8,0.75,67.75,115.71,30.41,61.67,24.81,3.02,3,1
0.2,14.17,0.58,2.72,-0.34,52.88,132.21,27.87,76.05,24.24,17.72,7,0
19.89,17.12,4.4,4.84,0.21,48.77,334.0,33.96,68.75,23.73,14.72,12,0
110.66,71.79,11.74,5.22,0.49,61.2,125.11,19.7,79.66,19.4,1.99,12,1
101.16,45.92,10.97,7.13,0.93,61.99,109.3,24.01,76.05,6.33,3.6,6,1
12.71,25.24,0.12,3.88,-0.09,44.23,352.75,27.9,83.93,31.36,11.96,6,0
116.42,49.84,8.72,6.45,0.79,61.02,69.38,30.55,66.62,25.07,2.25,9,1
93.79,42.07,6.48,5.22,0.5,69.41,106.62,27.34,69.56,13.56,3.64,5,1
10.89,13.09,3.14,1.69,-0.29,38.72,193.22,33.69,86.18,28.32,13.01,6,0
21.8,6.28,4.74,4.07,-0.29,43.63,388.58,32.99,78.03,32.11,19.0,11,0
335.6,198.02,23.53,11.0,4.12,86.14,27.18,21.55,83.28,7.75,1.38,8,3
72.39,49.73,7.4,7.39,0.71,63.8,131.78,29.89,75.37,30.6,1.69,1,1
29.68,2.69,3.57,3.81,-0.22,55.71,300.87,21.56,74.61,35.18,13.98,1,0
165.98,117.12,19.47,8.49,1.81,75.87,41.54,21.19,92.72,26.37,0.8,9,2
86.8,77.89,9.17,6.97,0.34,62.49,80.1,31.2,71.24,17.47,3.39,3,1
80.81,44.88,8.47,5.1,0.94,63.88,116.25,26.84,79.13,11.47,2.59,2,1
95.53,78.25,10.35,6.22,0.82,74.25,99.94,19.33,91.23,13.63,2.94,1,1
17.07,38.66,2.97,4.2,-0.29,28.4,413.57,29.58,79.34,24.73,14.66,8,0
192.62,85.25,19.49,10.48,2.19,78.01,68.31,22.92,93.33,6.75,2.2,6,2
62.23,51.84,9.65,7.9,0.34,73.36,107.69,26.5,62.43,8.15,3.47,2,1
27.13,5.64,4.01,1.3,0.29,50.89,179.49,31.86,84.74,30.52,3.09,1,0
438.71,194.41,32.82,12.44,3.77,86.18,6.14,25.55,69.64,26.77,0.18,9,3
131.07,131.01,19.59,9.08,1.78,86.69,53.72,25.75,84.99,32.74,2.49,7,2
149.52,131.28,18.42,9.05,2.04,77.39,73.78,25.75,84.7,33.73,1.31,6,2
9.56,12.4,3.66,3.56,-0.17,50.36,343.85,31.91,68.85,14.5,18.23,9,0
22.66,1.29,1.4,2.64,-0.02,30.84,153.27,33.99,74.58,25.34,4.3,9,0
28.29,24.62,0.2,2.61,0.02,47.92,355.26,19.59,74.95,9.51,8.45,3,0
299.76,232.38,24.71,13.02,4.45,86.32,5.29,19.57,86.19,37.01,0.71,7,3
68.37,65.8,10.94,6.2,0.88,62.32,132.28,21.79,74.25,39.58,3.39,12,1
285.11,174.32,42.65,12.76,2.93,96.56,39.77,32.66,73.67,23.34,0.22,9,3
99.19,79.79,9.61,7.38,0.32,72.16,80.0,19.93,83.8,39.92,1.94,2,1
23.44,39.95,0.79,4.79,0.16,58.89,171.83,18.29,85.36,27.54,6.63,11,0
36.13,12.85,3.62,2.14,0.1,21.22,213.32,18.77,66.51,37.71,11.48,9,0
268.84,141.78,21.91,12.74,2.78,85.54,18.29,19.9,70.97,19.62,0.97,6,3
117.32,58.06,8.93,6.75,0.47,71.05,122.66,18.23,94.96,25.36,2.25,5,1
129.62,117.02,16.8,10.58,1.0,77.85,33.18,20.61,61.29,23.71,2.4,7,2
68.2,63.51,6.83,7.95,0.52,63.63,77.85,28.82,85.57,37.13,4.64,8,1
437.33,141.23,25.04,13.98,3.49,92.45,10.82,21.93,66.64,12.98,1.35,9,3
32.08,10.39,4.43,4.58,-0.26,29.2,264.52,29.43,88.91,28.56,7.09,4,0
26.71,33.68,2.92,1.25,0.02,20.33,411.98,23.25,70.24,32.94,14.33,5,0
178.77,81.19,17.5,9.35,1.79,83.42,63.9,28.99,79.74,18.08,2.16,6,2
17.67,12.63,2.46,2.28,-0.35,32.38,489.96,25.56,80.18,39.42,9.99,4,0
81.1,77.76,5.33,7.55,1.0,73.3,131.04,21.93,85.72,15.66,2.81,3,1
101.92,50.77,8.94,5.84,0.57,73.6,135.58,22.05,66.76,38.39,3.31,3,1
442.2,249.11,39.74,12.99,3.19,87.23,7.76,31.34,88.93,36.98,1.07,9,3
187.11,102.01,18.09,9.46,1.3,76.87,40.7,34.97,61.72,20.44,0.78,7,2
9.88,19.19,4.44,3.27,0.05,33.56,328.56,29.21,61.77,22.27,10.61,9,0
297.96,200.14,33.3,12.77,2.62,89.71,30.31,21.46,60.35,20.31,0.38,9,3
107.98,58.94,10.81,7.19,0.45,74.23,56.08,23.18,77.51,19.78,4.64,12,1
23.56,21.93,0.46,2.51,-0.25,41.44,364.48,20.32,88.45,28.75,14.96,1,0
30.08,6.51,2.74,4.43,-0.09,47.34,130.1,19.61,80.98,14.84,10.63,7,0
237.17,185.61,22.13,13.99,3.5,92.74,7.35,21.57,91.43,12.18,1.15,6,3
72.61,71.81,6.9,6.32,0.35,60.38,146.26,29.83,74.31,11.07,4.43,1,1
21.6,17.58,3.06,4.77,-0.31,24.86,178.99,28.98,70.01,33.56,18.08,7,0
41.87,12.39,2.54,2.61,0.18,37.28,254.44,28.24,63.75,22.79,14.73,9,0
5.02,25.35,4.4,4.55,0.27,54.71,100.86,31.92,72.82,26.05,9.46,12,0
175.98,138.04,18.49,8.23,2.07,83.03,20.99,33.67,92.41,32.96,1.0,9,2
385.84,147.15,30.04,13.51,2.96,95.8,9.21,24.53,61.29,38.5,0.17,8,3
385.75,206.57,43.04,11.49,2.78,92.33,6.98,22.09,64.17,19.33,1.03,7,3
45.08,2.82,4.51,1.65,-0.23,44.21,462.27,30.98,84.87,10.59,7.35,12,0
179.12,84.91,14.48,9.03,1.55,80.16,67.23,18.08,70.37,26.83,2.0,6,2
5.73,2.11,1.83,1.19,-0.42,25.69,100.77,27.81,88.68,11.77,5.61,7,0
23.1,3.12,1.79,3.78,0.26,58.52,322.29,21.16,84.34,7.47,13.31,7,0
182.31,117.86,16.11,10.13,1.59,87.62,60.63,27.11,90.98,13.82,1.9,7,2
34.52,37.8,3.41,2.33,-0.1,45.83,304.23,23.31,88.08,35.15,5.04,3,0
29.43,5.48,2.81,1.22,-0.01,41.21,308.31,18.76,76.09,20.54,14.63,4,0
29.53,29.37,3.81,2.21,-0.45,21.5,407.22,20.28,66.46,31.82,9.55,3,0
17.61,17.15,4.12,4.06,-0.2,42.62,434.24,31.64,93.14,6.12,3.31,10,0
404.12,173.04,30.85,11.25,2.7,91.11,23.56,28.93,84.62,15.47,0.47,8,3
84.24,43.84,7.77,6.54,0.88,61.14,84.85,29.02,70.15,34.59,4.38,10,1
92.64,75.0,10.72,6.8,0.83,66.5,104.74,19.53,89.03,7.09,1.72,3,1
17.52,6.48,1.64,4.28,-0.37,38.95,468.63,22.26,92.74,14.15,19.98,4,0
246.46,247.58,44.86,12.67,2.84,89.11,19.86,22.77,94.03,10.37,0.53,8,3
133.51,83.22,17.74,9.43,2.27,80.75,30.1,27.33,66.62,30.21,2.17,7,2
159.64,121.3,15.48,8.74,2.23,86.99,61.68,28.03,72.63,8.21,1.04,9,2
30.79,25.4,0.23,2.5,0.0,40.13,442.6,20.77,62.47,27.48,14.2,1,0
4.26,12.55,3.29,2.47,-0.06,49.77,263.39,23.07,94.24,12.11,19.99,2,0
109.59,71.94,6.87,5.73,0.46,65.09,99.82,21.71,64.57,5.44,3.04,6,1
146.78,122.36,17.6,10.98,1.7,86.07,22.93,21.17,89.42,34.4,1.43,6,2
88.4,61.96,6.41,7.05,0.36,62.08,50.27,26.04,81.21,32.8,1.91,1,1
149.27,94.5,17.38,8.59,2.34,76.58,62.39,32.79,64.42,28.73,1.5,7,2
76.14,50.21,5.74,6.06,0.59,70.14,115.82,24.72,66.36,10.49,1.75,12,1
42.77,1.28,0.38,2.1,-0.34,29.27,419.18,18.1,75.03,19.28,12.57,6,0
12.96,0.76,0.18,4.66,-0.22,36.43,107.35,31.68,81.54,31.38,7.6,11,0
58.37,68.53,10.33,6.68,0.84,67.41,102.27,18.43,63.78,6.1,3.0,7,1
29.39,20.06,4.37,1.34,0.05,47.2,367.63,31.99,61.47,21.49,19.02,9,0
44.45,2.2,0.88,3.19,-0.12,21.83,102.9,29.2,72.79,21.47,19.8,10,0
113.56,55.85,7.07,5.43,0.41,66.49,109.57,33.97,86.43,25.53,1.78,4,1
13.93,7.08,0.44,1.48,-0.13,28.25,245.71,29.74,61.38,32.98,11.56,9,0
104.73,47.31,7.13,6.35,0.56,74.74,133.49,32.95,72.17,32.5,3.18,12,1
305.43,170.45,34.81,13.74,2.92,93.1,27.1,20.24,85.05,36.82,1.13,6,3
172.18,107.58,17.41,9.86,1.85,75.89,57.97,34.9,60.39,30.56,2.04,7,2
16.91,4.29,3.49,1.83,0.24,28.63,202.26,31.07,74.97,33.68,8.05,9,0
27.39,39.16,2.78,1.76,-0.03,28.18,307.88,28.29,78.09,30.91,4.26,2,0
108.08,64.25,7.04,5.62,0.41,73.49,121.01,28.26,76.57,7.09,4.78,12,1
55.32,62.9,10.74,7.3,0.41,73.72,127.01,30.54,85.81,22.39,1.52,5,1
156.17,111.42,19.86,8.18,1.73,86.61,29.07,22.07,90.36,16.45,1.72,7,2
97.73,79.74,6.63,6.87,0.62,60.59,51.45,29.03,79.85,24.37,1.92,10,1
26.29,9.34,4.04,2.55,0.17,35.26,429.66,25.48,81.54,7.46,8.67,3,0
40.3,21.34,0.53,4.19,0.26,22.4,256.54,20.49,90.37,14.95,11.29,1,0
45.49,0.54,2.74,1.63,-0.27,32.28,187.71,23.65,72.09,20.86,16.47,1,0
123.47,95.66,19.01,10.26,1.03,82.76,51.77,23.06,83.86,12.27,1.3,8,2
414.13,217.13,38.18,12.69,4.39,91.45,18.32,31.37,85.71,18.45,0.33,6,3
27.57,14.38,0.63,3.36,-0.08,28.12,280.75,28.04,63.39,24.18,16.55,11,0
59.73,76.59,11.5,7.05,0.31,68.06,112.92,34.93,90.02,7.23,4.98,5,1
154.11,100.02,14.53,10.32,1.08,75.19,67.73,20.22,68.24,37.64,1.45,9,2
165.59,118.53,12.83,8.12,1.5,87.32,47.95,32.19,68.0,33.54,0.95,7,2
98.64,71.83,7.38,5.02,0.64,60.24,59.2,25.43,69.78,25.37,2.64,5,1
174.83,112.04,13.9,10.23,1.71,79.42,68.12,33.93,65.79,27.72,1.89,6,2
39.27,4.88,0.95,1.85,-0.05,51.48,225.73,25.9,86.18,12.76,4.44,6,0
91.73,74.44,6.51,5.53,0.48,73.37,144.1,26.52,81.19,26.57,3.49,7,1
102.82,44.12,8.76,6.14,0.62,69.06,100.23,26.27,74.31,32.02,3.39,11,1
256.66,217.65,33.83,12.61,3.94,87.69,10.57,22.94,94.09,20.8,1.01,6,3
14.17,0.74,2.16,4.36,-0.19,27.18,401.48,20.95,86.98,38.16,16.41,1,0
29.81,36.64,1.44,1.74,0.02,48.5,375.21,22.29,93.46,37.32,8.43,4,0
108.68,54.46,11.02,6.22,0.53,66.81,126.24,21.34,93.3,11.14,1.94,3,1
205.95,145.67,43.97,11.83,4.25,90.05,9.17,20.66,68.75,22.1,0.21,8,3
16.43,2.18,0.91,4.86,-0.16,45.28,390.44,20.5,67.23,15.96,9.24,5,0
44.94,23.74,1.04,2.05,-0.15,24.88,131.49,24.92,85.42,8.85,14.56,7,0
28.59,0.73,1.25,1.92,-0.3,41.42,332.78,24.56,92.43,27.82,18.45,2,0
176.45,114.64,19.12,10.1,1.3,81.45,49.64,34.23,64.5,29.41,0.61,7,2
79.58,51.37,11.33,5.55,0.78,73.87,103.87,20.12,77.28,21.0,4.57,9,1
166.83,132.1,13.65,8.34,1.4,75.86,51.87,18.67,64.27,20.83,2.37,9,2
139.79,107.03,13.03,10.86,1.91,78.43,60.3,24.09,63.97,28.51,1.74,7,2
44.71,7.67,1.62,1.91,-0.22,22.78,307.62,31.61,68.18,23.9,4.15,6,0
53.28,51.05,9.95,5.19,0.89,60.06,74.68,23.38,63.57,17.61,4.09,3,1
18.27,19.51,4.25,1.35,0.14,22.23,436.93,18.31,84.39,39.9,3.88,6,0
433.27,235.77,30.55,13.07,4.31,96.06,19.5,19.29,80.2,27.49,0.26,8,3
293.33,169.78,36.1,12.23,2.55,87.03,30.06,18.46,67.77,13.09,1.02,8,3
38.97,12.91,2.15,2.92,0.24,22.14,178.75,27.82,68.8,15.12,15.0,12,0
42.39,3.23,4.92,2.43,-0.24,23.67,334.26,26.39,70.89,17.9,12.96,5,0
20.95,30.05,0.36,1.32,-0.22,57.67,367.43,24.15,80.78,5.35,14.54,2,0
72.65,73.37,9.41,5.6,0.35,60.64,87.14,28.98,77.48,14.31,2.43,5,1
41.44,24.14,1.95,3.23,-0.04,26.62,261.09,24.82,86.64,21.89,8.84,5,0
74.12,59.93,8.2,6.56,0.4,67.7,74.24,19.1,86.69,19.96,2.15,8,1
321.77,206.69,39.12,11.52,3.51,90.18,10.12,19.16,60.9,9.73,0.61,9,3
442.76,243.87,31.86,13.59,4.19,89.15,34.01,28.14,68.05,9.22,0.15,6,3
103.05,49.89,9.99,6.34,0.5,67.85,87.97,30.87,87.91,33.01,2.3,12,1
157.66,138.38,12.6,8.01,1.57,84.02,57.75,20.12,65.97,34.83,1.45,9,2
79.12,79.11,6.4,5.65,0.5,62.59,87.94,28.46,74.42,37.7,4.69,11,1
142.05,99.82,15.31,9.3,1.62,82.56,68.87,31.57,63.54,32.99,2.14,6,2
14.47,26.5,3.07,3.12,0.05,45.5,452.53,31.24,68.7,28.74,12.96,3,0
25.35,23.92,0.17,2.45,0.09,52.82,225.26,34.45,89.99,9.12,16.58,11,0
152.77,119.31,14.08,8.48,1.24,76.06,31.14,32.99,88.49,28.98,1.83,6,2
432.0,158.2,20.06,13.95,4.31,85.72,34.16,22.4,90.76,11.88,0.74,9,3
69.77,74.64,7.5,6.48,0.34,64.13,117.68,22.13,77.63,33.61,4.08,1,1
43.75,34.35,2.02,3.81,-0.05,54.12,226.02,26.25,72.39,36.2,11.9,10,0
181.49,102.62,19.27,10.37,2.13,89.56,41.97,33.47,87.68,24.72,1.72,6,2
22.68,21.21,0.09,4.19,-0.26,56.47,487.0,25.86,60.04,25.94,6.15,12,0
68.9,59.64,11.65,5.87,1.0,63.44,70.81,32.31,86.23,30.32,3.41,10,1
128.83,108.07,12.57,9.79,1.4,82.91,51.05,27.33,80.4,19.06,2.35,9,2
20.18,22.85,0.04,3.61,0.03,46.1,165.39,22.21,93.6,7.36,7.35,8,0
177.13,128.1,14.72,10.44,1.12,88.42,52.86,25.69,82.53,23.42,2.13,8,2
186.25,117.56,12.6,8.34,1.07,78.86,28.14,24.55,93.0,26.36,1.02,8,2
6.84,36.0,4.37,3.39,-0.02,46.6,170.15,25.12,73.41,23.16,18.55,2,0
